outer_fold,tree_number,tree_num_leaves,stump_tree,leaf_index,leaf_count,leaf_value,stored_leaf_sum_hessian,stored_leaf_hessian_is_missing,stored_leaf_hessian_is_nonfinite,stored_leaf_hessian_is_negative,stored_leaf_hessian_is_zero,stored_leaf_hessian_is_positive
0,7,26,False,7,7,0.011934588967579044,3.0000000000000027,False,False,False,False,True
0,7,26,False,23,83,0.005521628595810638,14.13671874674037,False,False,False,False,True
0,7,26,False,12,18,-0.01089672322119012,2.084635375067591,False,False,False,False,True
0,7,26,False,18,203,0.0012845285447303009,64.20833332836628,False,False,False,False,True
0,7,26,False,2,35,0.002156669551205251,25.026041666045785,False,False,False,False,True
0,7,26,False,22,30,-0.0018142247390907217,15.026041626464574,False,False,False,False,True
0,7,26,False,5,374,0.008147641904340903,101.24088541092351,False,False,False,False,True
0,7,26,False,13,15,-0.00012268427108872996,7.006510416511445,False,False,False,False,True
0,7,26,False,6,40,-0.003812546998103383,8.052083332091568,False,False,False,False,True
0,7,26,False,15,232,0.0035979448792737823,53.19531249534339,False,False,False,False,True
0,7,26,False,1,35,-0.00992768241685506,3.156249956693503,False,False,False,False,True
0,7,26,False,25,14,-0.004086063980229169,3.05208333209157,False,False,False,False,True
0,7,26,False,17,3,-0.0278139572115332,1.0195312099531317,False,False,False,False,True
0,7,26,False,21,61,-0.017214316000829025,9.325520469341425,False,False,False,False,True
0,7,26,False,24,165,-0.011908164636687027,5.72916649095714,False,False,False,False,True
0,7,26,False,3,115,-0.006273103353218146,28.37109342450276,False,False,False,False,True
0,7,26,False,14,522,-0.0019202322019196724,132.01562469871715,False,False,False,False,True
0,7,26,False,8,50,-0.007891425419589619,8.175781245809047,False,False,False,False,True
0,7,26,False,20,28,-0.014930149529466977,5.110676882788538,False,False,False,False,True
0,7,26,False,4,20,-0.006397283359786661,5.058593709021809,False,False,False,False,True
0,7,26,False,19,49,-0.014592777499187172,17.20833273464814,False,False,False,False,True
0,7,26,False,10,157,-0.004227629017851577,30.34505203552544,False,False,False,False,True
0,7,26,False,16,39,-0.011294696718470828,10.091145633254198,False,False,False,False,True
0,8,28,False,0,89,-0.002698429013451465,23.110677041113377,False,False,False,False,True
0,8,28,False,20,54,0.0027755572543364396,20.065104165114462,False,False,False,False,True
0,8,28,False,9,51,-0.0025511378741348498,14.084635335486384,False,False,False,False,True
0,8,28,False,13,38,-0.011999364752499683,10.104166387114672,False,False,False,False,True
0,8,28,False,8,89,0.006570895321055246,17.13671874674037,False,False,False,False,True
0,8,28,False,19,209,0.0015961487377014237,59.27343749348074,False,False,False,False,True
0,8,28,False,16,10,-0.006996790463965885,5.019531209953128,False,False,False,False,True
0,8,28,False,2,18,-6.444604133680491e-05,12.01302083302289,False,False,False,False,True
0,8,28,False,24,21,0.003623302441262838,15.01953124953434,False,False,False,False,True
0,8,28,False,22,26,-0.0020913911862705447,13.019531209953128,False,False,False,False,True
0,8,28,False,5,370,0.008266705586178933,98.22135416138917,False,False,False,False,True
0,8,28,False,10,19,0.0002936872822913834,10.026041666045783,False,False,False,False,True
0,8,28,False,6,40,-0.00377042761989278,8.052083332091568,False,False,False,False,True
0,8,28,False,18,232,0.003558196344805102,53.19531249534339,False,False,False,False,True
0,8,28,False,1,13,-0.004283985796308018,4.019531249534337,False,False,False,False,True
0,8,28,False,27,37,-0.008931337240143746,5.117187497206032,False,False,False,False,True
0,8,28,False,21,2,-0.01939828121535341,2.0130207538604727,False,False,False,False,True
0,8,28,False,26,69,-0.012792486214342189,4.221354003064334,False,False,False,False,True
0,8,28,False,7,326,-0.000731851931174172,97.4947915757075,False,False,False,False,True
0,8,28,False,14,59,-0.006323884164041778,20.130208132322878,False,False,False,False,True
0,8,28,False,12,49,-0.013802358699904201,6.1627602148801115,False,False,False,False,True
0,8,28,False,17,65,-0.004583217937887902,23.162760373204947,False,False,False,False,True
0,8,28,False,3,34,0.0015673952716348388,8.078124998137357,False,False,False,False,True
0,8,28,False,23,17,-0.0011660571471431833,4.045572915580124,False,False,False,False,True
0,8,28,False,25,27,-0.00730286389351127,4.130208330228923,False,False,False,False,True
0,8,28,False,4,39,0.002851791360668821,3.1432291632518163,False,False,False,False,True
0,8,28,False,11,232,-0.013357932948234045,36.95703015848994,False,False,False,False,True
0,8,28,False,15,289,-0.008271815567497147,39.98307245783508,False,False,False,False,True
0,9,28,False,0,20,0.002275877240752935,16.013020833022892,False,False,False,False,True
0,9,28,False,11,37,0.009382272566805393,23.03255208255723,False,False,False,False,True
0,9,28,False,24,56,0.00574448517184639,13.039062499068676,False,False,False,False,True
0,9,28,False,22,41,0.009016421108716968,5.0390624990686765,False,False,False,False,True
0,9,28,False,26,44,0.013190185306641728,10.01302083302289,False,False,False,False,True
0,9,28,False,2,179,0.001251692268427611,67.1822916623205,False,False,False,False,True
0,9,28,False,18,25,-0.004675645834332839,7.058593709021806,False,False,False,False,True
0,9,28,False,7,107,-0.008921925650903504,19.195312139112502,False,False,False,False,True
0,9,28,False,14,34,-0.0013164751168608388,15.026041666045783,False,False,False,False,True
0,9,28,False,4,190,0.005986732723442528,49.234374994412065,False,False,False,False,True
0,9,28,False,17,16,0.013773924145457021,5.019531249534338,False,False,False,False,True
0,9,28,False,6,274,-0.0013576883347397358,63.44921862054616,False,False,False,False,True
0,9,28,False,8,361,0.0035315543548762964,90.31901040906087,False,False,False,False,True
0,9,28,False,1,29,-0.01295624435777518,8.117187220137565,False,False,False,False,True
0,9,28,False,20,56,-0.01759582788837636,3.2864582077600053,False,False,False,False,True
0,9,28,False,27,5,-0.024327060037122424,2.0325520033948123,False,False,False,False,True
0,9,28,False,10,177,-0.007620555911635804,23.618489489424974,False,False,False,False,True
0,9,28,False,19,99,-0.012090676599345235,14.468749553430824,False,False,False,False,True
0,9,28,False,15,2,0.004613719553211614,1.999999999999999,False,False,False,False,True
0,9,28,False,25,51,-0.0035669353284783446,3.2343749944120646,False,False,False,False,True
0,9,28,False,3,20,-0.013735554243752814,5.065104006789624,False,False,False,False,True
0,9,28,False,16,102,-0.005440414099858089,31.253906085621566,False,False,False,False,True
0,9,28,False,12,443,-0.0009239652091278931,87.79427077481523,False,False,False,False,True
0,9,28,False,13,60,-0.00624459788999956,25.156249798368663,False,False,False,False,True
0,9,28,False,5,26,-0.011837499726185826,11.123697517905386,False,False,False,False,True
0,9,28,False,21,30,-0.01799680581031148,6.130208092741671,False,False,False,False,True
0,9,28,False,9,27,-0.00800592474762874,5.065104125533251,False,False,False,False,True
0,9,28,False,23,13,-0.0005042276898648759,5.032552082557231,False,False,False,False,True
0,10,27,False,0,82,0.0006735029357343739,22.039062499068677,False,False,False,False,True
0,10,27,False,14,74,-0.006020697517541605,20.136718548834324,False,False,False,False,True
0,10,27,False,7,694,0.002337493643658212,166.85286456299946,False,False,False,False,True
0,10,27,False,10,59,-0.00420573882880151,15.08463537506759,False,False,False,False,True
0,10,27,False,6,30,-0.014258594796478279,5.12369771581143,False,False,False,False,True
0,10,27,False,15,12,-0.000960885856233685,4.039062499068677,False,False,False,False,True
0,10,27,False,2,87,0.0025871285753493374,47.058593748603016,False,False,False,False,True
0,10,27,False,16,20,-0.004616693474560482,9.045572836417703,False,False,False,False,True
0,10,27,False,12,60,0.005468772851598385,18.045572915580127,False,False,False,False,True
0,10,27,False,21,31,0.013041872571035102,5.026041666045784,False,False,False,False,True
0,10,27,False,5,130,0.007199917865154733,37.078124998137355,False,False,False,False,True
0,10,27,False,22,74,0.010379385163668717,27.078124998137355,False,False,False,False,True
0,10,27,False,19,31,0.0022257149522927405,7.013020833022892,False,False,False,False,True
0,10,27,False,1,2,-0.027193218017008507,1.013020793441682,False,False,False,False,True
0,10,27,False,25,128,-0.01248146543017501,5.592447744216768,False,False,False,False,True
0,10,27,False,26,21,-0.01746667547257356,6.1106768432073295,False,False,False,False,True
0,10,27,False,8,14,-0.0028860765350590483,5.045572915580123,False,False,False,False,True
