model_a,model_a_display_name,model_b,model_b_display_name,subset,subset_label,metric,n_paired,model_a_value,model_b_value,difference_a_minus_b,ci_lower,ci_upper,,Text,,bootstrap_ci_excludes_zero,n_bootstrap_valid,better_direction,effect_in_favor_of_a,observed_better_model,permutation_p_two_sided,permutation_p_two_sided_holm_pair_dataset,significant_permutation_holm_0.05,holm_family_size,n_extreme_permutations,n_valid_permutations,n_permutations_requested,,,,,,,,,,,,,,,,
dummy_mean_regression,Dummy regression mean,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_regression,Measured compounds: regression,r2,765,-0.000198219,0.542624846,-0.542823065,-0.599676783,-0.483385082,,,,TRUE,10000,higher,-0.542823065,logbb_pred_shaker_retrained,1.00E-04,0.00049995,TRUE,5,0,10000,10000,,,,,,,,,,,,,,,,
dummy_mean_regression,Dummy regression mean,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,balanced_accuracy,765,0.5,0.645585393,-0.145585393,-0.194512248,-0.098870933,,,,TRUE,10000,higher,-0.145585393,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_mean_regression,Dummy regression mean,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,cohens_kappa,765,0,0.38084151,-0.38084151,-0.487405002,-0.269488722,,,,TRUE,10000,higher,-0.38084151,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_mean_regression,Dummy regression mean,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,mcc,765,,0.415263035,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_mean_regression,Dummy regression mean,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,np_f1,765,,0.42519685,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_mean_regression,Dummy regression mean,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,np_precision,765,,0.675,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_mean_regression,Dummy regression mean,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,np_recall,765,0,0.310344828,-0.310344828,-0.413793117,-0.218390808,,,,TRUE,10000,higher,-0.310344828,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_mean_regression,Dummy regression mean,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,np_wrong_side_count,765,87,60,27,19,36,,,,TRUE,10000,lower,-27,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_mean_regression,Dummy regression mean,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,pr_auc_nonpenetrant,765,0.112748854,0.546901619,-0.434152764,-0.534686606,-0.345751251,,,,TRUE,10000,higher,-0.434152764,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_mean_regression,Dummy regression mean,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,roc_auc,765,0.497406164,0.890397721,-0.392991557,-0.423016472,-0.359864616,,,,TRUE,10000,higher,-0.392991557,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,balanced_accuracy,3156,0.5,0.612729716,-0.112729716,-0.127397844,-0.098780215,,,,TRUE,10000,higher,-0.112729716,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,cohens_kappa,3156,0,0.278187203,-0.278187203,-0.311878437,-0.245699665,,,,TRUE,10000,higher,-0.278187203,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,mcc,3156,,0.347125699,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,np_f1,3156,,0.386185243,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,np_precision,3156,,0.785942492,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,np_recall,3156,0,0.255983351,-0.255983351,-0.284079075,-0.228928193,,,,TRUE,10000,higher,-0.255983351,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,np_wrong_side_count,3156,961,715,246,220,273,,,,TRUE,10000,lower,-246,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,pr_auc_nonpenetrant,3156,0.304323195,0.630599309,-0.326276114,-0.353480878,-0.299168018,,,,TRUE,10000,higher,-0.326276114,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,roc_auc,3156,0.499583767,0.76857772,-0.268993953,-0.286932096,-0.250386572,,,,TRUE,10000,higher,-0.268993953,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,balanced_accuracy,2391,0.5,0.605112312,-0.105112312,-0.120664477,-0.090461791,,,,TRUE,10000,higher,-0.105112312,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,cohens_kappa,2391,0,0.24615765,-0.24615765,-0.281097591,-0.212958217,,,,TRUE,10000,higher,-0.24615765,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,mcc,2391,,0.318846873,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,np_f1,2391,,0.376963351,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,np_precision,2391,,0.794117647,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,np_recall,2391,0,0.247139588,-0.247139588,-0.276887864,-0.219679639,,,,TRUE,10000,higher,-0.247139588,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,np_wrong_side_count,2391,874,658,216,192,242,,,,TRUE,10000,lower,-216,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,pr_auc_nonpenetrant,2391,0.365576095,0.651122401,-0.285546306,-0.314042653,-0.258706369,,,,TRUE,10000,higher,-0.285546306,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,roc_auc,2391,0.500083342,0.74294306,-0.242859718,-0.263204429,-0.222364043,,,,TRUE,10000,higher,-0.242859718,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,balanced_accuracy,765,0.5,0.664301699,-0.164301699,-0.212491095,-0.11684978,,,,TRUE,10000,higher,-0.164301699,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,cohens_kappa,765,0,0.427004164,-0.427004164,-0.529640019,-0.319273889,,,,TRUE,10000,higher,-0.427004164,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,mcc,765,,0.463217876,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,np_f1,765,,0.46875,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,np_precision,765,,0.731707317,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,np_recall,765,0,0.344827586,-0.344827586,-0.436781615,-0.25287357,,,,TRUE,10000,higher,-0.344827586,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,np_wrong_side_count,765,87,57,30,22,38,,,,TRUE,10000,lower,-30,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,pr_auc_nonpenetrant,765,0.112947938,0.607696998,-0.494749061,-0.582591255,-0.409823661,,,,TRUE,10000,higher,-0.494749061,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,roc_auc,765,0.496109246,0.901146035,-0.405036788,-0.432535239,-0.375282261,,,,TRUE,10000,higher,-0.405036788,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,all_threshold,All labelled compounds: threshold-derived,balanced_accuracy,3156,0.5,0.585775542,-0.085775542,-0.098656709,-0.073349892,,,,TRUE,10000,higher,-0.085775542,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,all_threshold,All labelled compounds: threshold-derived,cohens_kappa,3156,0,0.218126746,-0.218126746,-0.249106645,-0.187776523,,,,TRUE,10000,higher,-0.218126746,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,all_threshold,All labelled compounds: threshold-derived,mcc,3156,,0.303112257,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,all_threshold,All labelled compounds: threshold-derived,np_f1,3156,,0.310402685,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,all_threshold,All labelled compounds: threshold-derived,np_precision,3156,,0.800865801,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,all_threshold,All labelled compounds: threshold-derived,np_recall,3156,0,0.192507804,-0.192507804,-0.217481792,-0.168574408,,,,TRUE,10000,higher,-0.192507804,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,all_threshold,All labelled compounds: threshold-derived,np_wrong_side_count,3156,961,776,185,162,209,,,,TRUE,10000,lower,-185,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,all_threshold,All labelled compounds: threshold-derived,pr_auc_nonpenetrant,3156,0.304323195,0.608804401,-0.304481206,-0.333674829,-0.27676262,,,,TRUE,10000,higher,-0.304481206,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,all_threshold,All labelled compounds: threshold-derived,roc_auc,3156,0.499583767,0.757668905,-0.258085138,-0.276485433,-0.239324535,,,,TRUE,10000,higher,-0.258085138,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,classification_only_threshold,Classification-only compounds: threshold-derived,balanced_accuracy,2391,0.5,0.576962616,-0.076962616,-0.090450108,-0.064182477,,,,TRUE,10000,higher,-0.076962616,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,classification_only_threshold,Classification-only compounds: threshold-derived,cohens_kappa,2391,0,0.184210218,-0.184210218,-0.21539475,-0.154237077,,,,TRUE,10000,higher,-0.184210218,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,classification_only_threshold,Classification-only compounds: threshold-derived,mcc,2391,,0.270217222,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,classification_only_threshold,Classification-only compounds: threshold-derived,np_f1,2391,,0.293457944,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,classification_only_threshold,Classification-only compounds: threshold-derived,np_precision,2391,,0.801020408,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,classification_only_threshold,Classification-only compounds: threshold-derived,np_recall,2391,0,0.179633867,-0.179633867,-0.204805493,-0.155606404,,,,TRUE,10000,higher,-0.179633867,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,classification_only_threshold,Classification-only compounds: threshold-derived,np_wrong_side_count,2391,874,717,157,136,179,,,,TRUE,10000,lower,-157,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,classification_only_threshold,Classification-only compounds: threshold-derived,pr_auc_nonpenetrant,2391,0.365576095,0.632300425,-0.266724331,-0.297288248,-0.238271151,,,,TRUE,10000,higher,-0.266724331,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,classification_only_threshold,Classification-only compounds: threshold-derived,roc_auc,2391,0.500083342,0.733733175,-0.233649833,-0.254284874,-0.212768069,,,,TRUE,10000,higher,-0.233649833,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,measured_threshold,Measured compounds: threshold-derived,balanced_accuracy,765,0.5,0.655757298,-0.155757298,-0.20453161,-0.109042823,,,,TRUE,10000,higher,-0.155757298,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,measured_threshold,Measured compounds: threshold-derived,cohens_kappa,765,0,0.421251719,-0.421251719,-0.524509311,-0.310756733,,,,TRUE,10000,higher,-0.421251719,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,measured_threshold,Measured compounds: threshold-derived,mcc,765,,0.473322797,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,measured_threshold,Measured compounds: threshold-derived,np_f1,765,,0.459016393,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,measured_threshold,Measured compounds: threshold-derived,np_precision,765,,0.8,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,measured_threshold,Measured compounds: threshold-derived,np_recall,765,0,0.32183908,-0.32183908,-0.413793117,-0.229885057,,,,TRUE,10000,higher,-0.32183908,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,measured_threshold,Measured compounds: threshold-derived,np_wrong_side_count,765,87,59,28,20,36,,,,TRUE,10000,lower,-28,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,measured_threshold,Measured compounds: threshold-derived,pr_auc_nonpenetrant,765,0.112947938,0.591867036,-0.478919099,-0.570773092,-0.393721251,,,,TRUE,10000,higher,-0.478919099,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,lightgbm_mse_regression,LightGBM MSE,measured_threshold,Measured compounds: threshold-derived,roc_auc,765,0.496109246,0.900484861,-0.404375615,-0.432010128,-0.373419106,,,,TRUE,10000,higher,-0.404375615,lightgbm_mse_regression,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,balanced_accuracy,3156,0.5,0.590196715,-0.090196715,-0.103333414,-0.077383578,,,,TRUE,10000,higher,-0.090196715,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,cohens_kappa,3156,0,0.227676245,-0.227676245,-0.258669525,-0.196822081,,,,TRUE,10000,higher,-0.227676245,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,mcc,3156,,0.306824294,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,np_f1,3156,,0.325082508,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,np_precision,3156,,0.784860558,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,np_recall,3156,0,0.204994797,-0.204994797,-0.231009364,-0.180020809,,,,TRUE,10000,higher,-0.204994797,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,np_wrong_side_count,3156,961,764,197,173,222,,,,TRUE,10000,lower,-197,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,pr_auc_nonpenetrant,3156,0.304323195,0.60170806,-0.297384866,-0.32576063,-0.269358246,,,,TRUE,10000,higher,-0.297384866,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,roc_auc,3156,0.499583767,0.755583947,-0.25600018,-0.274307974,-0.236549254,,,,TRUE,10000,higher,-0.25600018,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,balanced_accuracy,2391,0.5,0.583740491,-0.083740491,-0.097838569,-0.070358519,,,,TRUE,10000,higher,-0.083740491,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,cohens_kappa,2391,0,0.199564394,-0.199564394,-0.231973283,-0.168646052,,,,TRUE,10000,higher,-0.199564394,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,mcc,2391,,0.284344303,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,np_f1,2391,,0.313364055,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,np_precision,2391,,0.805687204,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,np_recall,2391,0,0.194508009,-0.194508009,-0.220823795,-0.169336379,,,,TRUE,10000,higher,-0.194508009,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
