,balanced_acc,prec,recall,rocauc,prauc,kappa,MCC,f1
outerfold_1,0.5562000330228124,0.7098445595854922,0.15104740904079383,0.5562000330228124,0.4340453088815572,0.13180560500165517,0.1994332140951715,0.24909090909090909
outerfold_2,0.5703648412051653,0.6357827476038339,0.21940463065049615,0.5703648412051653,0.4400030167727577,0.16037281848380547,0.20175169484118005,0.3262295081967213
outerfold_3,0.5631393889866638,0.6468401486988847,0.1918412348401323,0.5631393889866638,0.435211156164287,0.1454082683150143,0.19321055241298615,0.29591836734693877
outerfold_4,0.5804980509692652,0.665625,0.2348401323042999,0.5804980509692652,0.4508825258833858,0.18316674832881163,0.2286595377646038,0.3471882640586797
outerfold_5,0.5632908069512259,0.6960352422907489,0.17420066152149946,0.5632908069512259,0.4391615144201235,0.14722517462961182,0.20874097397545385,0.2786596119929453
mean,0.5666986242270265,0.670825539635792,0.19426681367144433,0.5666986242270265,0.43986070442442227,0.15359572295177967,0.20635919461787905,0.2994173321372388
std,0.008226385800579645,0.02824306955726032,0.030181301690798794,0.008226385800579645,0.005956958822808341,0.017336678490032495,0.012207073601771548,0.03457406333805253
