,balanced_acc,prec,recall,rocauc,prauc,kappa,MCC,f1
outerfold_1,0.5401417393891389,0.6453488372093024,0.12238147739801543,0.5401417393891389,0.41683952511948563,0.09462467423219234,0.15016664520042444,0.2057460611677479
outerfold_2,0.5400112460176695,0.6845637583892618,0.11245865490628446,0.5400112460176695,0.4186659344066243,0.09484724821319879,0.15997628503498826,0.19318181818181818
outerfold_3,0.5372507215180146,0.6496815286624203,0.11245865490628446,0.5372507215180146,0.4147431257714117,0.08813106833256368,0.14535838200502993,0.19172932330827067
outerfold_4,0.5368299469732766,0.6145251396648045,0.12127894156560089,0.5368299469732766,0.4128141877060379,0.08667045673281382,0.13527364595779823,0.20257826887661143
outerfold_5,0.5417365738299538,0.7083333333333334,0.11245865490628446,0.5417365738299538,0.4213390288325287,0.0990582137665128,0.16955508517969964,0.19410085632730734
mean,0.5391940455456107,0.6604905194518245,0.11620727673649393,0.5391940455456107,0.4168803603672176,0.09266633225545629,0.15206600867558812,0.19746726557235111
std,0.0018652539047123633,0.03264161955241671,0.0046043248109859086,0.0018652539047123633,0.002972244891635114,0.004603624422067527,0.011823904193259852,0.005608610581143669
