model,cluster_key,cluster_id,cluster_label,algorithmic_medoid,selected_representative,cluster_size_defined,members_defined_json,n_outer_folds,n_oof_compounds,pooled_oof_mean_abs_group_shap,fold_mean_mean_abs_group_shap,fold_sd_mean_abs_group_shap,fold_mean_normalized_group_shap,fold_sd_normalized_group_shap,pooled_oof_mean_signed_group_shap,fold_mean_cancellation_fraction,minimum_fold_mean_abs_group_shap,maximum_fold_mean_abs_group_shap,fraction_folds_positive_mean_signed,minimum_cluster_size_used_by_model,maximum_cluster_size_used_by_model,raw_importance_rank_within_model,normalized_importance_rank_within_model
custom_mtl_original,cluster_1299,1299,Cluster 1299: ECFP_235 (n=1),ECFP_235,ECFP_235,1,"[""ECFP_235""]",5,3156,0.008638626605318311,0.008638908834229797,0.005565213942148051,0.005546659663230091,0.002821965624178761,-2.3140833602720758e-05,0.0,0.0041979232268747465,0.018162712833177344,0.4,1,1,34,35
custom_mtl_original,cluster_3,3,Cluster 3: AATS1d (n=2),AATS1d,AATS1d,2,"[""AATS1d"", ""AATS0d""]",5,3156,0.008366682273433042,0.008368776333761863,0.004235501094006872,0.00555833498224236,0.0027549597718130306,-0.000601367553281112,0.13171339382669728,0.0017599219360059926,0.013157081216090827,0.2,2,2,35,34
custom_mtl_original,cluster_81,81,Cluster 81: SIC1 (n=3),SIC1,SIC1,3,"[""SIC1"", ""BIC1"", ""CIC1""]",5,3156,0.007998867173463318,0.00800066266170111,0.004293746084931241,0.00528581146231487,0.002702465866083303,0.00016485954701319245,0.06120197705619927,0.002334101783232388,0.012633943767819891,0.6,3,3,36,38
custom_mtl_original,cluster_2312,2312,Cluster 2312: WNSA2 (n=3),WNSA2,WNSA2,3,"[""WNSA2"", ""PNSA2"", ""WNSA1""]",5,3156,0.007987265198571545,0.007988527194493947,0.006040249697239583,0.005311601506124741,0.004087635035648134,0.00036888723345595973,0.1501606768895312,0.003164332400783973,0.015964259456739762,0.4,3,3,37,37
custom_mtl_original,cluster_2151,2151,Cluster 2151: FPSA3 (n=1),FPSA3,FPSA3,1,"[""FPSA3""]",5,3156,0.007903144529078358,0.007903161308354062,0.0036190221608777464,0.005326044197611564,0.0024945225552403796,0.00019992434170724028,0.0,0.002874363961560884,0.012366665769246214,0.4,1,1,38,36
custom_mtl_original,cluster_70,70,Cluster 70: ATSC7dv (n=1),ATSC7dv,ATSC7dv,1,"[""ATSC7dv""]",5,3156,0.007674336121367922,0.007675051682434047,0.0040770352786464155,0.005073149929252158,0.0025772386924118964,-0.0003866755258023486,0.0,0.0027867798376542898,0.01205566683722548,0.0,1,1,39,40
custom_mtl_original,cluster_28,28,Cluster 28: ATS8Z (n=9),ATS8Z,ATS8Z,9,"[""ATS8Z"", ""ATS8m"", ""ATS7m"", ""ATS7Z"", ""ATS7dv"", ""ATS8dv"", ""GGI7"", ""GGI8"", ""ATSC0dv""]",5,3156,0.007432601776358947,0.00743273329762624,0.005121820895225282,0.005219278595148216,0.0038297164823182014,0.0009782951188340421,0.44091109556956143,0.0019898654138677447,0.015901850881355723,0.6,9,9,40,39
custom_mtl_original,cluster_56,56,Cluster 56: ATSC5dv (n=1),ATSC5dv,ATSC5dv,1,"[""ATSC5dv""]",5,3156,0.006945507608988347,0.0069437693499388746,0.004328641292210796,0.00481526619090262,0.0032494779038492534,1.1273014785304061e-05,0.0,0.0025878013647686327,0.012429714910072493,0.6,1,1,41,41
custom_mtl_original,cluster_8,8,Cluster 8: AATS1i (n=1),AATS1i,AATS1i,1,"[""AATS1i""]",5,3156,0.006514647813090497,0.0065147125210840194,0.009172141928250195,0.003989710868441548,0.005110289462796689,3.620436384249805e-05,0.0,0.0002607684563496462,0.022405964026750325,0.8,1,1,42,53
custom_mtl_original,cluster_72,72,Cluster 72: ATSC7v (n=2),ATSC7v,ATSC7v,2,"[""ATSC7v"", ""ATSC7p""]",5,3156,0.006444091514482739,0.006444391045269146,0.002702241883453201,0.0042811889262421325,0.001626866454918362,-0.000489971671588866,0.14987420671427243,0.004327395428691012,0.011003335577887128,0.2,2,2,43,42
