,balanced_acc,prec,recall,rocauc,prauc,kappa,MCC,f1
outerfold_1,0.5988287554128118,0.7,0.2701212789415656,0.5988287554128118,0.4700696151232725,0.22330516050944893,0.2704280095374032,0.3898170246618934
outerfold_2,0.5844874197541855,0.6542857142857142,0.25248070562293273,0.5844874197541855,0.45297041016311806,0.19090068219954326,0.23118539396392684,0.3643595863166269
outerfold_3,0.5708613247321842,0.6777777777777778,0.20176405733186328,0.5708613247321842,0.44405170375167924,0.16315293408641784,0.2164901118874359,0.3109600679694138
outerfold_4,0.5765718364107703,0.6623376623376623,0.2249173098125689,0.5765718364107704,0.44735830197472615,0.17472484925089893,0.22105307487120218,0.3358024691358025
outerfold_5,0.5626048607449308,0.7083333333333334,0.16868798235942667,0.5626048607449308,0.4395212766953126,0.1460147544503817,0.21112619635884367,0.27248441674087265
mean,0.5786708394109765,0.6805468975468976,0.22359426681367145,0.5786708394109765,0.45079426154162167,0.17961967609933813,0.23005655732376235,0.33468471296492186
std,0.012358674589429366,0.020877754794244783,0.036033866753368025,0.012358674589429363,0.010588890117114903,0.02630622104448936,0.021234868166819233,0.0408733529597748
