scope,cluster_id,cluster_size,medoid_candidate_rank,feature,mean_distance_to_cluster,mean_abs_correlation_to_cluster,min_abs_correlation_to_cluster,max_abs_correlation_to_cluster,missing_fraction,n_nonmissing,variance_after_imputation,algorithmic_medoid,selected_representative,is_algorithmic_medoid,is_selected_representative,members_json
final,1562,1,1,ECFP_474,0.0,1.0,1.0,1.0,0.0,3156,0.009415345024505195,ECFP_474,ECFP_474,True,True,"[""ECFP_474""]"
final,1563,1,1,ECFP_475,0.0,1.0,1.0,1.0,0.0,3156,0.001897526348508725,ECFP_475,ECFP_475,True,True,"[""ECFP_475""]"
final,1564,1,1,ECFP_476,0.0,1.0,1.0,1.0,0.0,3156,0.009104411738720461,ECFP_476,ECFP_476,True,True,"[""ECFP_476""]"
final,1565,1,1,ECFP_477,0.0,1.0,1.0,1.0,0.0,3156,0.0034732764035269475,ECFP_477,ECFP_477,True,True,"[""ECFP_477""]"
final,1566,1,1,ECFP_478,0.0,1.0,1.0,1.0,0.0,3156,0.00817040710273228,ECFP_478,ECFP_478,True,True,"[""ECFP_478""]"
final,1567,1,1,ECFP_479,0.0,1.0,1.0,1.0,0.0,3156,0.02138512194769333,ECFP_479,ECFP_479,True,True,"[""ECFP_479""]"
final,1568,1,1,ECFP_48,0.0,1.0,1.0,1.0,0.0,3156,0.002528428759833002,ECFP_48,ECFP_48,True,True,"[""ECFP_48""]"
final,1569,1,1,ECFP_480,0.0,1.0,1.0,1.0,0.0,3156,0.0037878240252136085,ECFP_480,ECFP_480,True,True,"[""ECFP_480""]"
final,1570,1,1,ECFP_481,0.0,1.0,1.0,1.0,0.0,3156,0.006296976326903027,ECFP_481,ECFP_481,True,True,"[""ECFP_481""]"
final,1571,1,1,ECFP_482,0.0,1.0,1.0,1.0,0.0,3156,0.01003660920675768,ECFP_482,ECFP_482,True,True,"[""ECFP_482""]"
final,1572,1,1,ECFP_483,0.0,1.0,1.0,1.0,0.0,3156,0.003787824025213607,ECFP_483,ECFP_483,True,True,"[""ECFP_483""]"
final,1573,1,1,ECFP_484,0.0,1.0,1.0,1.0,0.0,3156,0.015591843488010843,ECFP_484,ECFP_484,True,True,"[""ECFP_484""]"
final,1574,1,1,ECFP_485,0.0,1.0,1.0,1.0,0.0,3156,0.0044163168792699355,ECFP_485,ECFP_485,True,True,"[""ECFP_485""]"
final,1575,1,1,ECFP_486,0.0,1.0,1.0,1.0,0.0,3156,0.07586039266145238,ECFP_486,ECFP_486,True,True,"[""ECFP_486""]"
final,1576,1,1,ECFP_487,0.0,1.0,1.0,1.0,0.0,3156,0.013130882331680376,ECFP_487,ECFP_487,True,True,"[""ECFP_487""]"
final,1577,1,1,ECFP_488,0.0,1.0,1.0,1.0,0.0,3156,0.007546733363211846,ECFP_488,ECFP_488,True,True,"[""ECFP_488""]"
final,1578,1,1,ECFP_489,0.0,1.0,1.0,1.0,0.0,3156,0.009415345024505197,ECFP_489,ECFP_489,True,True,"[""ECFP_489""]"
final,1579,1,1,ECFP_49,0.0,1.0,1.0,1.0,0.0,3156,0.0050440065475702844,ECFP_49,ECFP_49,True,True,"[""ECFP_49""]"
final,1580,1,1,ECFP_490,0.0,1.0,1.0,1.0,0.0,3156,0.012204708756813024,ECFP_490,ECFP_490,True,True,"[""ECFP_490""]"
final,1581,1,1,ECFP_491,0.0,1.0,1.0,1.0,0.0,3156,0.01925918964982707,ECFP_491,ECFP_491,True,True,"[""ECFP_491""]"
final,1582,1,1,ECFP_492,0.0,1.0,1.0,1.0,0.0,3156,0.0044163168792699355,ECFP_492,ECFP_492,True,True,"[""ECFP_492""]"
final,1583,1,1,ECFP_493,0.0,1.0,1.0,1.0,0.0,3156,0.017429130904820882,ECFP_493,ECFP_493,True,True,"[""ECFP_493""]"
final,1584,1,1,ECFP_494,0.0,1.0,1.0,1.0,0.0,3156,0.009104411738720463,ECFP_494,ECFP_494,True,True,"[""ECFP_494""]"
final,1585,1,1,ECFP_495,0.0,1.0,1.0,1.0,0.0,3156,0.008170407102732279,ECFP_495,ECFP_495,True,True,"[""ECFP_495""]"
final,1586,1,1,ECFP_496,0.0,1.0,1.0,1.0,0.0,3156,0.010346940103225438,ECFP_496,ECFP_496,True,True,"[""ECFP_496""]"
final,1587,1,1,ECFP_497,0.0,1.0,1.0,1.0,0.0,3156,0.01803995367224559,ECFP_497,ECFP_497,True,True,"[""ECFP_497""]"
final,1588,1,1,ECFP_498,0.0,1.0,1.0,1.0,0.0,3156,0.002843578770836647,ECFP_498,ECFP_498,True,True,"[""ECFP_498""]"
final,1589,1,1,ECFP_499,0.0,1.0,1.0,1.0,0.0,3156,0.0056708930301146475,ECFP_499,ECFP_499,True,True,"[""ECFP_499""]"
final,1590,1,1,ECFP_5,0.0,1.0,1.0,1.0,0.0,3156,0.04555619408823156,ECFP_5,ECFP_5,True,True,"[""ECFP_5""]"
final,1591,1,1,ECFP_50,0.0,1.0,1.0,1.0,0.0,3156,0.006609716780638728,ECFP_50,ECFP_50,True,True,"[""ECFP_50""]"
final,1592,1,1,ECFP_500,0.0,1.0,1.0,1.0,0.0,3156,0.010346940103225438,ECFP_500,ECFP_500,True,True,"[""ECFP_500""]"
final,1593,1,1,ECFP_501,0.0,1.0,1.0,1.0,0.0,3156,0.009726077513850935,ECFP_501,ECFP_501,True,True,"[""ECFP_501""]"
final,1594,1,1,ECFP_502,0.0,1.0,1.0,1.0,0.0,3156,0.012822358603163587,ECFP_502,ECFP_502,True,True,"[""ECFP_502""]"
final,1595,1,1,ECFP_503,0.0,1.0,1.0,1.0,0.0,3156,0.007858670631191559,ECFP_503,ECFP_503,True,True,"[""ECFP_503""]"
final,1596,1,1,ECFP_504,0.0,1.0,1.0,1.0,0.0,3156,0.05068132239715609,ECFP_504,ECFP_504,True,True,"[""ECFP_504""]"
final,1597,1,1,ECFP_505,0.0,1.0,1.0,1.0,0.0,3156,0.0041021708504612705,ECFP_505,ECFP_505,True,True,"[""ECFP_505""]"
final,1598,1,1,ECFP_506,0.0,1.0,1.0,1.0,0.0,3156,0.002213077952390361,ECFP_506,ECFP_506,True,True,"[""ECFP_506""]"
final,1599,1,1,ECFP_507,0.0,1.0,1.0,1.0,0.0,3156,0.03216307160722289,ECFP_507,ECFP_507,True,True,"[""ECFP_507""]"
