feature,n_nonmissing,missing_fraction,n_unique_nonmissing,status
ECFP_769,3156,0.0,2,included
ECFP_770,3156,0.0,2,included
ECFP_771,3156,0.0,2,included
ECFP_772,3156,0.0,2,included
ECFP_773,3156,0.0,2,included
ECFP_774,3156,0.0,2,included
ECFP_775,3156,0.0,2,included
ECFP_776,3156,0.0,2,included
ECFP_777,3156,0.0,2,included
ECFP_778,3156,0.0,2,included
ECFP_779,3156,0.0,2,included
ECFP_780,3156,0.0,2,included
ECFP_781,3156,0.0,2,included
ECFP_782,3156,0.0,2,included
ECFP_783,3156,0.0,2,included
ECFP_784,3156,0.0,2,included
ECFP_785,3156,0.0,2,included
ECFP_786,3156,0.0,2,included
ECFP_787,3156,0.0,2,included
ECFP_788,3156,0.0,2,included
ECFP_789,3156,0.0,2,included
ECFP_790,3156,0.0,2,included
ECFP_791,3156,0.0,2,included
ECFP_792,3156,0.0,2,included
ECFP_793,3156,0.0,2,included
ECFP_794,3156,0.0,2,included
ECFP_795,3156,0.0,2,included
ECFP_796,3156,0.0,2,included
ECFP_797,3156,0.0,2,included
ECFP_798,3156,0.0,2,included
ECFP_799,3156,0.0,2,included
ECFP_800,3156,0.0,2,included
ECFP_801,3156,0.0,2,included
ECFP_802,3156,0.0,2,included
ECFP_803,3156,0.0,2,included
ECFP_804,3156,0.0,2,included
ECFP_805,3156,0.0,2,included
ECFP_806,3156,0.0,2,included
ECFP_807,3156,0.0,2,included
ECFP_808,3156,0.0,2,included
ECFP_809,3156,0.0,2,included
ECFP_810,3156,0.0,2,included
ECFP_811,3156,0.0,2,included
ECFP_812,3156,0.0,2,included
ECFP_813,3156,0.0,2,included
ECFP_814,3156,0.0,2,included
ECFP_815,3156,0.0,2,included
ECFP_816,3156,0.0,2,included
ECFP_817,3156,0.0,2,included
ECFP_818,3156,0.0,2,included
ECFP_819,3156,0.0,2,included
ECFP_820,3156,0.0,2,included
ECFP_821,3156,0.0,2,included
ECFP_822,3156,0.0,2,included
ECFP_823,3156,0.0,2,included
ECFP_824,3156,0.0,2,included
ECFP_825,3156,0.0,2,included
ECFP_826,3156,0.0,2,included
ECFP_827,3156,0.0,2,included
ECFP_828,3156,0.0,2,included
ECFP_829,3156,0.0,2,included
ECFP_830,3156,0.0,2,included
ECFP_831,3156,0.0,2,included
ECFP_832,3156,0.0,2,included
ECFP_833,3156,0.0,2,included
ECFP_834,3156,0.0,2,included
ECFP_835,3156,0.0,2,included
ECFP_836,3156,0.0,2,included
ECFP_837,3156,0.0,2,included
ECFP_838,3156,0.0,2,included
ECFP_839,3156,0.0,2,included
ECFP_840,3156,0.0,2,included
ECFP_841,3156,0.0,2,included
ECFP_842,3156,0.0,2,included
ECFP_843,3156,0.0,2,included
ECFP_844,3156,0.0,2,included
ECFP_845,3156,0.0,2,included
ECFP_846,3156,0.0,2,included
ECFP_847,3156,0.0,2,included
ECFP_848,3156,0.0,2,included
ECFP_849,3156,0.0,2,included
ECFP_850,3156,0.0,2,included
ECFP_851,3156,0.0,2,included
ECFP_852,3156,0.0,2,included
ECFP_853,3156,0.0,2,included
ECFP_854,3156,0.0,2,included
ECFP_855,3156,0.0,2,included
ECFP_856,3156,0.0,2,included
ECFP_857,3156,0.0,2,included
ECFP_858,3156,0.0,2,included
ECFP_859,3156,0.0,2,included
ECFP_860,3156,0.0,2,included
ECFP_861,3156,0.0,2,included
ECFP_862,3156,0.0,2,included
ECFP_863,3156,0.0,2,included
ECFP_864,3156,0.0,2,included
ECFP_865,3156,0.0,2,included
ECFP_866,3156,0.0,2,included
ECFP_867,3156,0.0,2,included
ECFP_868,3156,0.0,2,included
ECFP_869,3156,0.0,2,included
ECFP_870,3156,0.0,2,included
ECFP_871,3156,0.0,2,included
ECFP_872,3156,0.0,2,included
ECFP_873,3156,0.0,2,included
ECFP_874,3156,0.0,2,included
ECFP_875,3156,0.0,2,included
ECFP_876,3156,0.0,2,included
ECFP_877,3156,0.0,2,included
ECFP_878,3156,0.0,2,included
ECFP_879,3156,0.0,2,included
ECFP_880,3156,0.0,2,included
ECFP_881,3156,0.0,2,included
ECFP_882,3156,0.0,2,included
ECFP_883,3156,0.0,2,included
ECFP_884,3156,0.0,2,included
ECFP_885,3156,0.0,2,included
ECFP_886,3156,0.0,2,included
ECFP_887,3156,0.0,2,included
ECFP_888,3156,0.0,2,included
ECFP_889,3156,0.0,2,included
ECFP_890,3156,0.0,2,included
ECFP_891,3156,0.0,2,included
ECFP_892,3156,0.0,2,included
ECFP_893,3156,0.0,2,included
ECFP_894,3156,0.0,2,included
ECFP_895,3156,0.0,2,included
ECFP_896,3156,0.0,2,included
ECFP_897,3156,0.0,2,included
ECFP_898,3156,0.0,2,included
ECFP_899,3156,0.0,2,included
ECFP_900,3156,0.0,2,included
ECFP_901,3156,0.0,2,included
ECFP_902,3156,0.0,2,included
ECFP_903,3156,0.0,2,included
ECFP_904,3156,0.0,2,included
ECFP_905,3156,0.0,2,included
ECFP_906,3156,0.0,2,included
ECFP_907,3156,0.0,2,included
ECFP_908,3156,0.0,2,included
ECFP_909,3156,0.0,2,included
ECFP_910,3156,0.0,2,included
ECFP_911,3156,0.0,2,included
ECFP_912,3156,0.0,2,included
ECFP_913,3156,0.0,2,included
ECFP_914,3156,0.0,2,included
ECFP_915,3156,0.0,2,included
ECFP_916,3156,0.0,2,included
ECFP_917,3156,0.0,2,included
ECFP_918,3156,0.0,2,included
ECFP_919,3156,0.0,2,included
ECFP_920,3156,0.0,2,included
ECFP_921,3156,0.0,2,included
ECFP_922,3156,0.0,2,included
ECFP_923,3156,0.0,2,included
ECFP_924,3156,0.0,2,included
ECFP_925,3156,0.0,2,included
ECFP_926,3156,0.0,2,included
ECFP_927,3156,0.0,2,included
ECFP_928,3156,0.0,2,included
ECFP_929,3156,0.0,2,included
ECFP_930,3156,0.0,2,included
ECFP_931,3156,0.0,2,included
ECFP_932,3156,0.0,2,included
ECFP_933,3156,0.0,2,included
ECFP_934,3156,0.0,2,included
ECFP_935,3156,0.0,2,included
ECFP_936,3156,0.0,2,included
ECFP_937,3156,0.0,2,included
ECFP_938,3156,0.0,2,included
ECFP_939,3156,0.0,2,included
ECFP_940,3156,0.0,2,included
ECFP_941,3156,0.0,2,included
ECFP_942,3156,0.0,2,included
ECFP_943,3156,0.0,2,included
ECFP_944,3156,0.0,2,included
ECFP_945,3156,0.0,2,included
ECFP_946,3156,0.0,2,included
ECFP_947,3156,0.0,2,included
ECFP_948,3156,0.0,2,included
ECFP_949,3156,0.0,2,included
ECFP_950,3156,0.0,2,included
ECFP_951,3156,0.0,2,included
ECFP_952,3156,0.0,2,included
ECFP_953,3156,0.0,2,included
ECFP_954,3156,0.0,2,included
ECFP_955,3156,0.0,2,included
ECFP_956,3156,0.0,2,included
ECFP_957,3156,0.0,2,included
ECFP_958,3156,0.0,2,included
ECFP_959,3156,0.0,2,included
ECFP_960,3156,0.0,2,included
ECFP_961,3156,0.0,2,included
ECFP_962,3156,0.0,2,included
ECFP_963,3156,0.0,2,included
ECFP_964,3156,0.0,2,included
ECFP_965,3156,0.0,2,included
ECFP_966,3156,0.0,2,included
ECFP_967,3156,0.0,2,included
ECFP_968,3156,0.0,2,included
ECFP_969,3156,0.0,2,included
ECFP_970,3156,0.0,2,included
ECFP_971,3156,0.0,2,included
ECFP_972,3156,0.0,2,included
ECFP_973,3156,0.0,2,included
ECFP_974,3156,0.0,2,included
ECFP_975,3156,0.0,2,included
ECFP_976,3156,0.0,2,included
ECFP_977,3156,0.0,2,included
ECFP_978,3156,0.0,2,included
ECFP_979,3156,0.0,2,included
ECFP_980,3156,0.0,2,included
ECFP_981,3156,0.0,2,included
ECFP_982,3156,0.0,2,included
ECFP_983,3156,0.0,2,included
ECFP_984,3156,0.0,2,included
ECFP_985,3156,0.0,2,included
ECFP_986,3156,0.0,2,included
ECFP_987,3156,0.0,2,included
ECFP_988,3156,0.0,2,included
ECFP_989,3156,0.0,2,included
ECFP_990,3156,0.0,2,included
ECFP_991,3156,0.0,2,included
ECFP_992,3156,0.0,2,included
ECFP_993,3156,0.0,2,included
ECFP_994,3156,0.0,2,included
ECFP_995,3156,0.0,2,included
ECFP_996,3156,0.0,2,included
ECFP_997,3156,0.0,2,included
ECFP_998,3156,0.0,2,included
ECFP_999,3156,0.0,2,included
ECFP_1000,3156,0.0,2,included
ECFP_1001,3156,0.0,2,included
ECFP_1002,3156,0.0,2,included
ECFP_1003,3156,0.0,2,included
ECFP_1004,3156,0.0,2,included
ECFP_1005,3156,0.0,2,included
ECFP_1006,3156,0.0,2,included
ECFP_1007,3156,0.0,2,included
ECFP_1008,3156,0.0,2,included
ECFP_1009,3156,0.0,2,included
ECFP_1010,3156,0.0,2,included
ECFP_1011,3156,0.0,2,included
ECFP_1012,3156,0.0,2,included
ECFP_1013,3156,0.0,2,included
ECFP_1014,3156,0.0,2,included
ECFP_1015,3156,0.0,2,included
ECFP_1016,3156,0.0,2,included
ECFP_1017,3156,0.0,2,included
ECFP_1018,3156,0.0,2,included
ECFP_1019,3156,0.0,2,included
ECFP_1020,3156,0.0,2,included
ECFP_1021,3156,0.0,2,included
ECFP_1022,3156,0.0,2,included
ECFP_1023,3156,0.0,2,included
ECFP_1024,3156,0.0,2,included
ECFP_1025,3156,0.0,2,included
ECFP_1026,3156,0.0,2,included
ECFP_1027,3156,0.0,2,included
ECFP_1028,3156,0.0,2,included
ECFP_1029,3156,0.0,2,included
ECFP_1030,3156,0.0,2,included
ECFP_1031,3156,0.0,2,included
ECFP_1032,3156,0.0,2,included
ECFP_1033,3156,0.0,2,included
ECFP_1034,3156,0.0,2,included
ECFP_1035,3156,0.0,2,included
ECFP_1036,3156,0.0,2,included
ECFP_1037,3156,0.0,2,included
ECFP_1038,3156,0.0,2,included
ECFP_1039,3156,0.0,2,included
ECFP_1040,3156,0.0,2,included
ECFP_1041,3156,0.0,2,included
ECFP_1042,3156,0.0,2,included
ECFP_1043,3156,0.0,2,included
ECFP_1044,3156,0.0,2,included
ECFP_1045,3156,0.0,2,included
ECFP_1046,3156,0.0,2,included
ECFP_1047,3156,0.0,2,included
ECFP_1048,3156,0.0,2,included
ECFP_1049,3156,0.0,2,included
ECFP_1050,3156,0.0,2,included
ECFP_1051,3156,0.0,2,included
ECFP_1052,3156,0.0,2,included
ECFP_1053,3156,0.0,2,included
ECFP_1054,3156,0.0,2,included
ECFP_1055,3156,0.0,2,included
ECFP_1056,3156,0.0,2,included
ECFP_1057,3156,0.0,2,included
ECFP_1058,3156,0.0,2,included
ECFP_1059,3156,0.0,2,included
ECFP_1060,3156,0.0,2,included
ECFP_1061,3156,0.0,2,included
ECFP_1062,3156,0.0,2,included
ECFP_1063,3156,0.0,2,included
ECFP_1064,3156,0.0,2,included
ECFP_1065,3156,0.0,2,included
ECFP_1066,3156,0.0,2,included
ECFP_1067,3156,0.0,2,included
ECFP_1068,3156,0.0,2,included
ECFP_1069,3156,0.0,2,included
ECFP_1070,3156,0.0,2,included
ECFP_1071,3156,0.0,2,included
ECFP_1072,3156,0.0,2,included
ECFP_1073,3156,0.0,2,included
ECFP_1074,3156,0.0,2,included
ECFP_1075,3156,0.0,2,included
ECFP_1076,3156,0.0,2,included
ECFP_1077,3156,0.0,2,included
ECFP_1078,3156,0.0,2,included
ECFP_1079,3156,0.0,2,included
ECFP_1080,3156,0.0,2,included
ECFP_1081,3156,0.0,2,included
ECFP_1082,3156,0.0,2,included
ECFP_1083,3156,0.0,2,included
ECFP_1084,3156,0.0,2,included
ECFP_1085,3156,0.0,2,included
ECFP_1086,3156,0.0,2,included
ECFP_1087,3156,0.0,2,included
ECFP_1088,3156,0.0,2,included
ECFP_1089,3156,0.0,2,included
ECFP_1090,3156,0.0,2,included
ECFP_1091,3156,0.0,2,included
ECFP_1092,3156,0.0,2,included
ECFP_1093,3156,0.0,2,included
ECFP_1094,3156,0.0,2,included
ECFP_1095,3156,0.0,2,included
ECFP_1096,3156,0.0,2,included
ECFP_1097,3156,0.0,2,included
ECFP_1098,3156,0.0,2,included
ECFP_1099,3156,0.0,2,included
ECFP_1100,3156,0.0,2,included
ECFP_1101,3156,0.0,2,included
ECFP_1102,3156,0.0,2,included
ECFP_1103,3156,0.0,2,included
ECFP_1104,3156,0.0,2,included
ECFP_1105,3156,0.0,2,included
ECFP_1106,3156,0.0,2,included
ECFP_1107,3156,0.0,2,included
ECFP_1108,3156,0.0,2,included
ECFP_1109,3156,0.0,2,included
ECFP_1110,3156,0.0,2,included
ECFP_1111,3156,0.0,2,included
ECFP_1112,3156,0.0,2,included
ECFP_1113,3156,0.0,2,included
ECFP_1114,3156,0.0,2,included
ECFP_1115,3156,0.0,2,included
ECFP_1116,3156,0.0,2,included
ECFP_1117,3156,0.0,2,included
ECFP_1118,3156,0.0,2,included
ECFP_1119,3156,0.0,2,included
ECFP_1120,3156,0.0,2,included
ECFP_1121,3156,0.0,2,included
ECFP_1122,3156,0.0,2,included
ECFP_1123,3156,0.0,2,included
ECFP_1124,3156,0.0,2,included
ECFP_1125,3156,0.0,2,included
ECFP_1126,3156,0.0,2,included
ECFP_1127,3156,0.0,2,included
ECFP_1128,3156,0.0,2,included
ECFP_1129,3156,0.0,2,included
ECFP_1130,3156,0.0,2,included
ECFP_1131,3156,0.0,2,included
ECFP_1132,3156,0.0,2,included
ECFP_1133,3156,0.0,2,included
ECFP_1134,3156,0.0,2,included
ECFP_1135,3156,0.0,2,included
ECFP_1136,3156,0.0,2,included
ECFP_1137,3156,0.0,2,included
ECFP_1138,3156,0.0,2,included
ECFP_1139,3156,0.0,2,included
ECFP_1140,3156,0.0,2,included
ECFP_1141,3156,0.0,2,included
ECFP_1142,3156,0.0,2,included
ECFP_1143,3156,0.0,2,included
ECFP_1144,3156,0.0,2,included
ECFP_1145,3156,0.0,2,included
ECFP_1146,3156,0.0,2,included
ECFP_1147,3156,0.0,2,included
ECFP_1148,3156,0.0,2,included
ECFP_1149,3156,0.0,2,included
ECFP_1150,3156,0.0,2,included
ECFP_1151,3156,0.0,2,included
ECFP_1152,3156,0.0,2,included
ECFP_1153,3156,0.0,2,included
ECFP_1154,3156,0.0,2,included
ECFP_1155,3156,0.0,2,included
ECFP_1156,3156,0.0,2,included
ECFP_1157,3156,0.0,2,included
ECFP_1158,3156,0.0,2,included
ECFP_1159,3156,0.0,2,included
ECFP_1160,3156,0.0,2,included
ECFP_1161,3156,0.0,2,included
ECFP_1162,3156,0.0,2,included
ECFP_1163,3156,0.0,2,included
ECFP_1164,3156,0.0,2,included
ECFP_1165,3156,0.0,2,included
ECFP_1166,3156,0.0,2,included
ECFP_1167,3156,0.0,2,included
ECFP_1168,3156,0.0,2,included
ECFP_1169,3156,0.0,2,included
ECFP_1170,3156,0.0,2,included
ECFP_1171,3156,0.0,2,included
ECFP_1172,3156,0.0,2,included
ECFP_1173,3156,0.0,2,included
ECFP_1174,3156,0.0,2,included
ECFP_1175,3156,0.0,2,included
ECFP_1176,3156,0.0,2,included
ECFP_1177,3156,0.0,2,included
ECFP_1178,3156,0.0,2,included
ECFP_1179,3156,0.0,2,included
ECFP_1180,3156,0.0,2,included
ECFP_1181,3156,0.0,2,included
ECFP_1182,3156,0.0,2,included
ECFP_1183,3156,0.0,2,included
ECFP_1184,3156,0.0,2,included
ECFP_1185,3156,0.0,2,included
ECFP_1186,3156,0.0,2,included
ECFP_1187,3156,0.0,2,included
ECFP_1188,3156,0.0,2,included
ECFP_1189,3156,0.0,2,included
ECFP_1190,3156,0.0,2,included
ECFP_1191,3156,0.0,2,included
ECFP_1192,3156,0.0,2,included
ECFP_1193,3156,0.0,2,included
ECFP_1194,3156,0.0,2,included
ECFP_1195,3156,0.0,2,included
ECFP_1196,3156,0.0,2,included
ECFP_1197,3156,0.0,2,included
ECFP_1198,3156,0.0,2,included
ECFP_1199,3156,0.0,2,included
ECFP_1200,3156,0.0,2,included
ECFP_1201,3156,0.0,2,included
ECFP_1202,3156,0.0,2,included
ECFP_1203,3156,0.0,2,included
ECFP_1204,3156,0.0,2,included
ECFP_1205,3156,0.0,2,included
ECFP_1206,3156,0.0,2,included
ECFP_1207,3156,0.0,2,included
ECFP_1208,3156,0.0,2,included
ECFP_1209,3156,0.0,2,included
ECFP_1210,3156,0.0,2,included
ECFP_1211,3156,0.0,2,included
ECFP_1212,3156,0.0,2,included
ECFP_1213,3156,0.0,2,included
ECFP_1214,3156,0.0,2,included
ECFP_1215,3156,0.0,2,included
ECFP_1216,3156,0.0,2,included
ECFP_1217,3156,0.0,2,included
ECFP_1218,3156,0.0,2,included
ECFP_1219,3156,0.0,2,included
ECFP_1220,3156,0.0,2,included
ECFP_1221,3156,0.0,2,included
ECFP_1222,3156,0.0,2,included
ECFP_1223,3156,0.0,2,included
ECFP_1224,3156,0.0,2,included
ECFP_1225,3156,0.0,2,included
ECFP_1226,3156,0.0,2,included
ECFP_1227,3156,0.0,2,included
ECFP_1228,3156,0.0,2,included
ECFP_1229,3156,0.0,2,included
ECFP_1230,3156,0.0,2,included
ECFP_1231,3156,0.0,2,included
ECFP_1232,3156,0.0,2,included
ECFP_1233,3156,0.0,2,included
ECFP_1234,3156,0.0,2,included
ECFP_1235,3156,0.0,2,included
ECFP_1236,3156,0.0,2,included
ECFP_1237,3156,0.0,2,included
ECFP_1238,3156,0.0,2,included
ECFP_1239,3156,0.0,2,included
ECFP_1240,3156,0.0,2,included
ECFP_1241,3156,0.0,2,included
ECFP_1242,3156,0.0,2,included
ECFP_1243,3156,0.0,2,included
ECFP_1244,3156,0.0,2,included
ECFP_1245,3156,0.0,2,included
ECFP_1246,3156,0.0,2,included
ECFP_1247,3156,0.0,2,included
ECFP_1248,3156,0.0,2,included
ECFP_1249,3156,0.0,2,included
ECFP_1250,3156,0.0,2,included
ECFP_1251,3156,0.0,2,included
ECFP_1252,3156,0.0,2,included
ECFP_1253,3156,0.0,2,included
ECFP_1254,3156,0.0,2,included
ECFP_1255,3156,0.0,2,included
ECFP_1256,3156,0.0,2,included
ECFP_1257,3156,0.0,2,included
ECFP_1258,3156,0.0,2,included
ECFP_1259,3156,0.0,2,included
ECFP_1260,3156,0.0,2,included
ECFP_1261,3156,0.0,2,included
ECFP_1262,3156,0.0,2,included
ECFP_1263,3156,0.0,2,included
ECFP_1264,3156,0.0,2,included
ECFP_1265,3156,0.0,2,included
ECFP_1266,3156,0.0,2,included
ECFP_1267,3156,0.0,2,included
ECFP_1268,3156,0.0,2,included
ECFP_1269,3156,0.0,2,included
ECFP_1270,3156,0.0,2,included
ECFP_1271,3156,0.0,2,included
ECFP_1272,3156,0.0,2,included
ECFP_1273,3156,0.0,2,included
ECFP_1274,3156,0.0,2,included
ECFP_1275,3156,0.0,2,included
ECFP_1276,3156,0.0,2,included
ECFP_1277,3156,0.0,2,included
ECFP_1278,3156,0.0,2,included
ECFP_1279,3156,0.0,2,included
ECFP_1280,3156,0.0,2,included
ECFP_1281,3156,0.0,2,included
ECFP_1282,3156,0.0,2,included
ECFP_1283,3156,0.0,2,included
ECFP_1284,3156,0.0,2,included
ECFP_1285,3156,0.0,2,included
ECFP_1286,3156,0.0,2,included
ECFP_1287,3156,0.0,2,included
ECFP_1288,3156,0.0,2,included
ECFP_1289,3156,0.0,2,included
ECFP_1290,3156,0.0,2,included
ECFP_1291,3156,0.0,2,included
ECFP_1292,3156,0.0,2,included
ECFP_1293,3156,0.0,2,included
ECFP_1294,3156,0.0,2,included
ECFP_1295,3156,0.0,2,included
ECFP_1296,3156,0.0,2,included
ECFP_1297,3156,0.0,2,included
ECFP_1298,3156,0.0,2,included
ECFP_1299,3156,0.0,2,included
ECFP_1300,3156,0.0,2,included
ECFP_1301,3156,0.0,2,included
ECFP_1302,3156,0.0,2,included
ECFP_1303,3156,0.0,2,included
ECFP_1304,3156,0.0,2,included
ECFP_1305,3156,0.0,2,included
ECFP_1306,3156,0.0,2,included
ECFP_1307,3156,0.0,2,included
ECFP_1308,3156,0.0,2,included
ECFP_1309,3156,0.0,2,included
ECFP_1310,3156,0.0,2,included
ECFP_1311,3156,0.0,2,included
ECFP_1312,3156,0.0,2,included
ECFP_1313,3156,0.0,2,included
ECFP_1314,3156,0.0,2,included
ECFP_1315,3156,0.0,2,included
ECFP_1316,3156,0.0,2,included
ECFP_1317,3156,0.0,2,included
ECFP_1318,3156,0.0,2,included
ECFP_1319,3156,0.0,2,included
ECFP_1320,3156,0.0,2,included
ECFP_1321,3156,0.0,2,included
ECFP_1322,3156,0.0,2,included
ECFP_1323,3156,0.0,2,included
ECFP_1324,3156,0.0,2,included
ECFP_1325,3156,0.0,2,included
ECFP_1326,3156,0.0,2,included
ECFP_1327,3156,0.0,2,included
ECFP_1328,3156,0.0,2,included
ECFP_1329,3156,0.0,2,included
ECFP_1330,3156,0.0,2,included
ECFP_1331,3156,0.0,2,included
ECFP_1332,3156,0.0,2,included
ECFP_1333,3156,0.0,2,included
ECFP_1334,3156,0.0,2,included
ECFP_1335,3156,0.0,2,included
ECFP_1336,3156,0.0,2,included
ECFP_1337,3156,0.0,2,included
ECFP_1338,3156,0.0,2,included
ECFP_1339,3156,0.0,2,included
ECFP_1340,3156,0.0,2,included
ECFP_1341,3156,0.0,2,included
ECFP_1342,3156,0.0,2,included
ECFP_1343,3156,0.0,2,included
ECFP_1344,3156,0.0,2,included
ECFP_1345,3156,0.0,2,included
ECFP_1346,3156,0.0,2,included
ECFP_1347,3156,0.0,2,included
ECFP_1348,3156,0.0,2,included
ECFP_1349,3156,0.0,2,included
ECFP_1350,3156,0.0,2,included
ECFP_1351,3156,0.0,2,included
ECFP_1352,3156,0.0,2,included
ECFP_1353,3156,0.0,2,included
ECFP_1354,3156,0.0,2,included
ECFP_1355,3156,0.0,2,included
ECFP_1356,3156,0.0,2,included
ECFP_1357,3156,0.0,2,included
ECFP_1358,3156,0.0,2,included
ECFP_1359,3156,0.0,2,included
ECFP_1360,3156,0.0,2,included
ECFP_1361,3156,0.0,2,included
ECFP_1362,3156,0.0,2,included
ECFP_1363,3156,0.0,2,included
ECFP_1364,3156,0.0,2,included
ECFP_1365,3156,0.0,2,included
ECFP_1366,3156,0.0,2,included
ECFP_1367,3156,0.0,2,included
ECFP_1368,3156,0.0,2,included
ECFP_1369,3156,0.0,2,included
ECFP_1370,3156,0.0,2,included
ECFP_1371,3156,0.0,2,included
ECFP_1372,3156,0.0,2,included
ECFP_1373,3156,0.0,2,included
ECFP_1374,3156,0.0,2,included
ECFP_1375,3156,0.0,2,included
ECFP_1376,3156,0.0,2,included
ECFP_1377,3156,0.0,2,included
ECFP_1378,3156,0.0,2,included
ECFP_1379,3156,0.0,2,included
ECFP_1380,3156,0.0,2,included
ECFP_1381,3156,0.0,2,included
ECFP_1382,3156,0.0,2,included
ECFP_1383,3156,0.0,2,included
ECFP_1384,3156,0.0,2,included
ECFP_1385,3156,0.0,2,included
ECFP_1386,3156,0.0,2,included
ECFP_1387,3156,0.0,2,included
ECFP_1388,3156,0.0,2,included
ECFP_1389,3156,0.0,2,included
ECFP_1390,3156,0.0,2,included
ECFP_1391,3156,0.0,2,included
ECFP_1392,3156,0.0,2,included
ECFP_1393,3156,0.0,2,included
ECFP_1394,3156,0.0,2,included
ECFP_1395,3156,0.0,2,included
ECFP_1396,3156,0.0,2,included
ECFP_1397,3156,0.0,2,included
ECFP_1398,3156,0.0,2,included
ECFP_1399,3156,0.0,2,included
ECFP_1400,3156,0.0,2,included
ECFP_1401,3156,0.0,2,included
ECFP_1402,3156,0.0,2,included
ECFP_1403,3156,0.0,2,included
ECFP_1404,3156,0.0,2,included
ECFP_1405,3156,0.0,2,included
ECFP_1406,3156,0.0,2,included
ECFP_1407,3156,0.0,2,included
ECFP_1408,3156,0.0,2,included
ECFP_1409,3156,0.0,2,included
ECFP_1410,3156,0.0,2,included
ECFP_1411,3156,0.0,2,included
ECFP_1412,3156,0.0,2,included
ECFP_1413,3156,0.0,2,included
ECFP_1414,3156,0.0,2,included
ECFP_1415,3156,0.0,2,included
ECFP_1416,3156,0.0,2,included
ECFP_1417,3156,0.0,2,included
ECFP_1418,3156,0.0,2,included
ECFP_1419,3156,0.0,2,included
ECFP_1420,3156,0.0,2,included
ECFP_1421,3156,0.0,2,included
ECFP_1422,3156,0.0,2,included
ECFP_1423,3156,0.0,2,included
ECFP_1424,3156,0.0,2,included
ECFP_1425,3156,0.0,2,included
ECFP_1426,3156,0.0,2,included
ECFP_1427,3156,0.0,2,included
ECFP_1428,3156,0.0,2,included
ECFP_1429,3156,0.0,2,included
ECFP_1430,3156,0.0,2,included
ECFP_1431,3156,0.0,2,included
ECFP_1432,3156,0.0,2,included
ECFP_1433,3156,0.0,2,included
ECFP_1434,3156,0.0,2,included
ECFP_1435,3156,0.0,2,included
ECFP_1436,3156,0.0,2,included
ECFP_1437,3156,0.0,2,included
ECFP_1438,3156,0.0,2,included
ECFP_1439,3156,0.0,2,included
ECFP_1440,3156,0.0,2,included
ECFP_1441,3156,0.0,2,included
ECFP_1442,3156,0.0,2,included
ECFP_1443,3156,0.0,2,included
ECFP_1444,3156,0.0,2,included
ECFP_1445,3156,0.0,2,included
ECFP_1446,3156,0.0,2,included
ECFP_1447,3156,0.0,2,included
ECFP_1448,3156,0.0,2,included
ECFP_1449,3156,0.0,2,included
ECFP_1450,3156,0.0,2,included
ECFP_1451,3156,0.0,2,included
ECFP_1452,3156,0.0,2,included
ECFP_1453,3156,0.0,2,included
ECFP_1454,3156,0.0,2,included
ECFP_1455,3156,0.0,2,included
ECFP_1456,3156,0.0,2,included
ECFP_1457,3156,0.0,2,included
ECFP_1458,3156,0.0,2,included
ECFP_1459,3156,0.0,2,included
ECFP_1460,3156,0.0,2,included
ECFP_1461,3156,0.0,2,included
ECFP_1462,3156,0.0,2,included
ECFP_1463,3156,0.0,2,included
ECFP_1464,3156,0.0,2,included
ECFP_1465,3156,0.0,2,included
ECFP_1466,3156,0.0,2,included
ECFP_1467,3156,0.0,2,included
ECFP_1468,3156,0.0,2,included
ECFP_1469,3156,0.0,2,included
ECFP_1470,3156,0.0,2,included
ECFP_1471,3156,0.0,2,included
ECFP_1472,3156,0.0,2,included
ECFP_1473,3156,0.0,2,included
ECFP_1474,3156,0.0,2,included
ECFP_1475,3156,0.0,2,included
ECFP_1476,3156,0.0,2,included
ECFP_1477,3156,0.0,2,included
ECFP_1478,3156,0.0,2,included
ECFP_1479,3156,0.0,2,included
ECFP_1480,3156,0.0,2,included
ECFP_1481,3156,0.0,2,included
ECFP_1482,3156,0.0,2,included
ECFP_1483,3156,0.0,2,included
ECFP_1484,3156,0.0,2,included
ECFP_1485,3156,0.0,2,included
ECFP_1486,3156,0.0,2,included
ECFP_1487,3156,0.0,2,included
ECFP_1488,3156,0.0,2,included
ECFP_1489,3156,0.0,2,included
ECFP_1490,3156,0.0,2,included
ECFP_1491,3156,0.0,2,included
ECFP_1492,3156,0.0,2,included
ECFP_1493,3156,0.0,2,included
ECFP_1494,3156,0.0,2,included
ECFP_1495,3156,0.0,2,included
ECFP_1496,3156,0.0,2,included
ECFP_1497,3156,0.0,2,included
ECFP_1498,3156,0.0,2,included
ECFP_1499,3156,0.0,2,included
ECFP_1500,3156,0.0,2,included
ECFP_1501,3156,0.0,2,included
ECFP_1502,3156,0.0,2,included
ECFP_1503,3156,0.0,2,included
ECFP_1504,3156,0.0,2,included
ECFP_1505,3156,0.0,2,included
ECFP_1506,3156,0.0,2,included
ECFP_1507,3156,0.0,2,included
ECFP_1508,3156,0.0,2,included
ECFP_1509,3156,0.0,2,included
ECFP_1510,3156,0.0,2,included
ECFP_1511,3156,0.0,2,included
ECFP_1512,3156,0.0,2,included
ECFP_1513,3156,0.0,2,included
ECFP_1514,3156,0.0,2,included
ECFP_1515,3156,0.0,2,included
