feature,pearson_r,abs_pearson_r
ECFP_170,-0.1132584254692171,0.1132584254692171
ATS8p,-0.11323813155655724,0.11323813155655724
ECFP_491,-0.1130120513198807,0.1130120513198807
JGI3,-0.11275394491687422,0.11275394491687422
AATSC0d,-0.11271479442242371,0.11271479442242371
ECFP_845,0.1126591287067661,0.1126591287067661
ECFP_879,-0.11252446549352606,0.11252446549352606
MPC5,-0.11235256799089637,0.11235256799089637
ECFP_1195,-0.11233986274537251,0.11233986274537251
ECFP_525,-0.1122382170193789,0.1122382170193789
ECFP_1264,-0.11214498318574992,0.11214498318574992
ECFP_585,-0.11201617721819057,0.11201617721819057
ECFP_831,0.11197448435004816,0.11197448435004816
ATSC3are,0.11186308736694485,0.11186308736694485
ECFP_1593,-0.11170408284159815,0.11170408284159815
ECFP_1494,0.11162673421458351,0.11162673421458351
ECFP_1270,-0.11144841918408462,0.11144841918408462
SMR_VSA4,-0.11134147793468241,0.11134147793468241
n7AHRing,0.11123595931607966,0.11123595931607966
n7HRing,0.11123595931607966,0.11123595931607966
ATS1p,-0.11117752705032506,0.11117752705032506
ECFP_1966,-0.1108791626503681,0.1108791626503681
ECFP_108,-0.11082258009566133,0.11082258009566133
ATSC3pe,0.11076203486339573,0.11076203486339573
ECFP_653,0.11035881225225747,0.11035881225225747
ECFP_1114,-0.11035251131635164,0.11035251131635164
ATSC6pe,0.11030019486054266,0.11030019486054266
ECFP_24,0.11024069702168562,0.11024069702168562
ECFP_2004,-0.11019458184593466,0.11019458184593466
ECFP_1425,-0.11013499577122113,0.11013499577122113
ECFP_1995,0.1100096413454292,0.1100096413454292
ECFP_704,-0.11000463088626825,0.11000463088626825
ECFP_1855,-0.10996704013517745,0.10996704013517745
ECFP_209,-0.10991741272988939,0.10991741272988939
ATSC3p,0.10971120341554634,0.10971120341554634
VSA_EState6,0.10957981804258426,0.10957981804258426
ATS2se,-0.10943750147720668,0.10943750147720668
n10FaHRing,-0.10926658670140629,0.10926658670140629
ECFP_790,-0.1090059580677246,0.1090059580677246
ECFP_129,-0.10883852423560808,0.10883852423560808
MACCS_162,-0.10845014513589492,0.10845014513589492
bpol,-0.10836948301010943,0.10836948301010943
MACCS_78,-0.10822855676498948,0.10822855676498948
ATSC3c,0.10700739210126663,0.10700739210126663
ECFP_140,-0.10686797800226756,0.10686797800226756
ECFP_184,-0.10676806098199476,0.10676806098199476
ECFP_1696,-0.10646263243094711,0.10646263243094711
SsssN,0.10640288635030089,0.10640288635030089
PPSA1,-0.10633150624498079,0.10633150624498079
ECFP_252,-0.10618017184425037,0.10618017184425037
ECFP_138,0.10590065045977204,0.10590065045977204
ATS6v,-0.10586964384509948,0.10586964384509948
MPC6,-0.10567753391516096,0.10567753391516096
ECFP_458,-0.10526039180186152,0.10526039180186152
ECFP_1072,-0.10487041251550139,0.10487041251550139
ECFP_702,-0.10480483474064649,0.10480483474064649
ECFP_315,-0.10465096254194112,0.10465096254194112
ATS0Z,-0.10450576096903273,0.10450576096903273
ECFP_1143,0.10423557039470092,0.10423557039470092
ECFP_344,-0.10420163255185493,0.10420163255185493
ECFP_351,-0.10362353557868487,0.10362353557868487
AATSC1m,-0.10349242334507311,0.10349242334507311
ATS8i,-0.10343286087791098,0.10343286087791098
ATSC8Z,-0.10335151611165701,0.10335151611165701
ECFP_1511,-0.10307058284662032,0.10307058284662032
ATS6d,-0.10299330258855882,0.10299330258855882
ECFP_1197,-0.1028863566554481,0.1028863566554481
ATS7are,-0.10278728137439691,0.10278728137439691
ECFP_2009,-0.10263302442757938,0.10263302442757938
MACCS_104,-0.102626413095011,0.102626413095011
ATS4v,-0.10245755110247069,0.10245755110247069
ECFP_1171,-0.10232943883697747,0.10232943883697747
JGT10,-0.10209352422507129,0.10209352422507129
AATSC1v,-0.10197843205418505,0.10197843205418505
ATS7pe,-0.10136970389087106,0.10136970389087106
Xp-7d,-0.10130970103086712,0.10130970103086712
ECFP_174,-0.10119600051552181,0.10119600051552181
MPC10,-0.1011741720726293,0.1011741720726293
AATSC1Z,-0.10108268569748759,0.10108268569748759
ECFP_119,-0.10059588651344387,0.10059588651344387
PEOE_VSA8,-0.10055234617144872,0.10055234617144872
MACCS_52,-0.10026476717435169,0.10026476717435169
ECFP_1216,-0.10001719571005799,0.10001719571005799
ECFP_671,-0.10001719571005799,0.10001719571005799
VSA_EState8,0.09961795634769245,0.09961795634769245
ECFP_328,-0.09960683115577526,0.09960683115577526
ECFP_363,-0.09921532621848715,0.09921532621848715
ATS5v,-0.09914505352423807,0.09914505352423807
ECFP_2,0.09905497218662836,0.09905497218662836
SsI,0.0990277627791947,0.0990277627791947
ECFP_1928,0.09884307865279585,0.09884307865279585
MACCS_42,0.09884307865279585,0.09884307865279585
ECFP_1453,0.09845838630774151,0.09845838630774151
ATS3v,-0.09816037869444671,0.09816037869444671
ECFP_1912,0.0980958495456645,0.0980958495456645
ECFP_262,0.09775982644923148,0.09775982644923148
ECFP_1909,-0.09769128015119578,0.09769128015119578
ECFP_1726,-0.09769128015119571,0.09769128015119571
ECFP_424,-0.09748415882572223,0.09748415882572223
ECFP_1210,-0.09734299815036303,0.09734299815036303
BalabanJ,0.09732725979165249,0.09732725979165249
ECFP_1184,-0.09726957032895414,0.09726957032895414
ECFP_1233,-0.09709361060010085,0.09709361060010085
ECFP_693,0.09704689220612231,0.09704689220612231
ECFP_389,-0.09652744369882271,0.09652744369882271
ECFP_942,-0.09622689122767625,0.09622689122767625
ECFP_301,-0.09622689122767605,0.09622689122767605
ECFP_95,0.09618527147228306,0.09618527147228306
ECFP_716,-0.09618390310789142,0.09618390310789142
ATS7se,-0.09597370116579691,0.09597370116579691
MPC7,-0.09568154282001413,0.09568154282001413
ECFP_2041,-0.09559567103483346,0.09559567103483346
ECFP_1839,-0.0955514509580515,0.0955514509580515
ECFP_1357,-0.09554420671741307,0.09554420671741307
ECFP_931,-0.095517006318107,0.095517006318107
Xp-3dv,-0.09514317006616053,0.09514317006616053
ECFP_552,-0.09507883517876331,0.09507883517876331
ECFP_1160,-0.09498091088322903,0.09498091088322903
MPC8,-0.09496258369027291,0.09496258369027291
ATS4are,-0.09479221964930115,0.09479221964930115
ATSC3v,0.09470776598231545,0.09470776598231545
ATS4d,-0.09453302409131754,0.09453302409131754
ATS2p,-0.09453125735472447,0.09453125735472447
ECFP_284,-0.09445587510272906,0.09445587510272906
ATS3are,-0.09444822154588843,0.09444822154588843
ECFP_222,-0.09444296849251914,0.09444296849251914
MACCS_116,0.09438062810390711,0.09438062810390711
ECFP_376,-0.09423169655936298,0.09423169655936298
ECFP_1944,-0.09358164170575964,0.09358164170575964
MPC9,-0.09355817772431373,0.09355817772431373
ECFP_90,0.09354706199110882,0.09354706199110882
ECFP_204,-0.09351189614120416,0.09351189614120416
ECFP_787,-0.09342895868875628,0.09342895868875628
EState_VSA7,-0.09327578102532767,0.09327578102532767
ATSC6are,0.09311966514788907,0.09311966514788907
ATSC6se,0.09298208894331732,0.09298208894331732
ECFP_1627,0.09277838393927948,0.09277838393927948
ATS4pe,-0.09269616996395431,0.09269616996395431
ECFP_1328,-0.09249348333115479,0.09249348333115479
ECFP_1427,-0.0923736026831703,0.0923736026831703
ATS3d,-0.09229075195254594,0.09229075195254594
ATS3pe,-0.09227344643066918,0.09227344643066918
MACCS_53,-0.0920477172978964,0.0920477172978964
JGI4,-0.09203101788600396,0.09203101788600396
ECFP_1764,-0.09184316542506327,0.09184316542506327
ATS5d,-0.09161889279498053,0.09161889279498053
ECFP_556,0.09159139744173081,0.09159139744173081
ATS7p,-0.09150526785341426,0.09150526785341426
VSA_EState9,0.09143546762961674,0.09143546762961674
ATSC2p,0.09127404921363383,0.09127404921363383
MACCS_147,0.09127341785083652,0.09127341785083652
ECFP_885,-0.09125924394100654,0.09125924394100654
MACCS_27,0.09114778411916052,0.09114778411916052
NsI,0.09114778411916052,0.09114778411916052
nI,0.09114778411916052,0.09114778411916052
ATS2i,-0.0911218794508607,0.0911218794508607
Xc-3dv,-0.09092113517476125,0.09092113517476125
ECFP_1682,-0.09089978113495946,0.09089978113495946
MACCS_118,0.09074657919252879,0.09074657919252879
ECFP_1999,-0.0905581171840579,0.0905581171840579
ECFP_165,0.09030196409611238,0.09030196409611238
ECFP_134,-0.09019566865735164,0.09019566865735164
ECFP_1481,0.09010835192454714,0.09010835192454714
n9FaRing,-0.09006617565509195,0.09006617565509195
n9FaHRing,-0.09006617565509195,0.09006617565509195
ATS6are,-0.09006573781502701,0.09006573781502701
ATSC2i,0.09001675773269656,0.09001675773269656
ECFP_823,-0.08981225341573419,0.08981225341573419
MACCS_107,0.08975071092577014,0.08975071092577014
ECFP_1181,-0.08967646163595332,0.08967646163595332
ECFP_1665,0.08960913520134592,0.08960913520134592
ECFP_401,0.08956696796733885,0.08956696796733885
ECFP_386,0.0895036627529636,0.0895036627529636
ECFP_744,0.08942879897548475,0.08942879897548475
AATSC1p,-0.0893913180948821,0.0893913180948821
ECFP_1108,0.08937392245915618,0.08937392245915618
ATSC1se,0.0893093415076453,0.0893093415076453
ECFP_219,-0.08928140218651112,0.08928140218651112
nG12FRing,0.08925499142690745,0.08925499142690745
n9FRing,-0.08919274396705906,0.08919274396705906
ECFP_217,0.08916296972853227,0.08916296972853227
ECFP_1787,-0.0891549389387592,0.0891549389387592
MACCS_121,-0.08912537505255655,0.08912537505255655
ECFP_1672,-0.08891477662880867,0.08891477662880867
ECFP_811,-0.08889664858931975,0.08889664858931975
ECFP_412,-0.08855051710062947,0.08855051710062947
n10FaRing,-0.08850748131903398,0.08850748131903398
ATS6pe,-0.08844171771916698,0.08844171771916698
ECFP_926,0.08843632796584554,0.08843632796584554
ECFP_1480,0.0884118325206227,0.0884118325206227
ECFP_1055,0.0883900924941916,0.0883900924941916
MACCS_134,0.08823325744193175,0.08823325744193175
ECFP_78,-0.0881779031956058,0.0881779031956058
ECFP_792,0.08814987901254207,0.08814987901254207
ECFP_1505,-0.0881476559807663,0.0881476559807663
MACCS_23,-0.08806846121061068,0.08806846121061068
nBondsKS,-0.08754293266437464,0.08754293266437464
ECFP_1854,-0.08751845335793386,0.08751845335793386
ECFP_745,-0.08742535456582469,0.08742535456582469
ATSC3d,0.08731923040464303,0.08731923040464303
ECFP_207,0.08696782904552235,0.08696782904552235
ECFP_1282,-0.08672656959537652,0.08672656959537652
ECFP_1893,0.08651183796468218,0.08651183796468218
nG12FARing,0.08632881325167806,0.08632881325167806
ECFP_1391,-0.08621394332891306,0.08621394332891306
ECFP_1332,-0.08614831896809882,0.08614831896809882
ECFP_980,-0.08608062659820433,0.08608062659820433
ECFP_164,-0.08595510352197355,0.08595510352197355
ECFP_1791,0.08593562119541932,0.08593562119541932
ECFP_750,-0.08588247952058936,0.08588247952058936
ECFP_1877,-0.08574668776067476,0.08574668776067476
ECFP_1193,-0.08557748875937043,0.08557748875937043
ECFP_1612,-0.08553777912937215,0.08553777912937215
ECFP_1582,-0.08552363162556896,0.08552363162556896
MACCS_72,-0.08535614742838686,0.08535614742838686
MACCS_128,0.08534916529167162,0.08534916529167162
AATS1Z,-0.08529044874587484,0.08529044874587484
ECFP_864,-0.0851442409495386,0.0851442409495386
ATS5are,-0.08513012927621089,0.08513012927621089
ZMIC4,-0.08512663865916269,0.08512663865916269
n6HRing,-0.08508379589333422,0.08508379589333422
MACCS_125,-0.08483936993073797,0.08483936993073797
AATSC1d,-0.08468557931993666,0.08468557931993666
ECFP_143,-0.08449353602959188,0.08449353602959188
ATSC6v,0.08448529385220645,0.08448529385220645
ATS4se,-0.08446616759002096,0.08446616759002096
ECFP_1423,-0.0844629808120958,0.0844629808120958
ECFP_1236,0.08439277697746157,0.08439277697746157
ECFP_1675,-0.08421777030951734,0.08421777030951734
n9FHRing,-0.08409382478133758,0.08409382478133758
ECFP_29,0.08407470473714274,0.08407470473714274
ECFP_1780,-0.08406180770019091,0.08406180770019091
ECFP_1982,0.08404293831920799,0.08404293831920799
ECFP_1731,-0.08403916226852592,0.08403916226852592
n5ARing,-0.08403660479304921,0.08403660479304921
ECFP_1269,0.08397943792499069,0.08397943792499069
ATS3se,-0.08394766125771734,0.08394766125771734
ECFP_1939,-0.08380468917938054,0.08380468917938054
ECFP_1092,-0.0837385317235546,0.0837385317235546
nG12FHRing,0.08339328434285839,0.08339328434285839
ATS5pe,-0.0833475332951427,0.0833475332951427
ECFP_98,-0.08332923460635111,0.08332923460635111
ECFP_81,-0.08332759134133096,0.08332759134133096
ECFP_913,-0.08315894640214265,0.08315894640214265
ECFP_4,0.08306711457694714,0.08306711457694714
ECFP_1559,-0.0830197891631863,0.0830197891631863
MACCS_45,-0.0829915798407885,0.0829915798407885
ECFP_216,0.0829391380147226,0.0829391380147226
ECFP_1148,0.08292507234829,0.08292507234829
ECFP_939,0.08291237453521072,0.08291237453521072
ECFP_528,0.08285855455033425,0.08285855455033425
ATSC1v,-0.08276616984864159,0.08276616984864159
ECFP_1451,0.08266756570223352,0.08266756570223352
ECFP_531,-0.08263606775484159,0.08263606775484159
ECFP_54,0.08256546462901322,0.08256546462901322
n6AHRing,0.08238375023642946,0.08238375023642946
fMF,-0.08237490792262414,0.08237490792262414
ECFP_589,-0.08236687211456006,0.08236687211456006
ECFP_1475,-0.0821953913686742,0.0821953913686742
ECFP_1845,-0.08204269608342216,0.08204269608342216
nRing,-0.08195082516144199,0.08195082516144199
ECFP_794,0.08188978450475161,0.08188978450475161
ECFP_1691,-0.08187833116961643,0.08187833116961643
ECFP_962,-0.08187670573784755,0.08187670573784755
ECFP_1879,-0.08182298909251405,0.08182298909251405
n5AHRing,-0.08174376946332518,0.08174376946332518
nC,-0.0815396593303502,0.0815396593303502
ECFP_1614,-0.08152956008272307,0.08152956008272307
nG12FAHRing,0.08148719162341232,0.08148719162341232
ECFP_1856,-0.08132874447901053,0.08132874447901053
ECFP_1972,-0.08130986135945516,0.08130986135945516
ECFP_833,-0.08074605461387645,0.08074605461387645
ATS6se,-0.08064088991855446,0.08064088991855446
ECFP_319,-0.08060563934083048,0.08060563934083048
ECFP_283,0.08057566015323468,0.08057566015323468
ECFP_1371,0.08045377967890509,0.08045377967890509
ECFP_1047,-0.08036275448803717,0.08036275448803717
MACCS_109,-0.08020219207505061,0.08020219207505061
ATS7i,-0.08012797712702308,0.08012797712702308
ECFP_770,0.07999964185083613,0.07999964185083613
ECFP_898,0.07993254027344615,0.07993254027344615
ZMIC5,-0.07989237739736028,0.07989237739736028
Xp-4dv,-0.07988732220322504,0.07988732220322504
ECFP_1295,0.07979885152630707,0.07979885152630707
ECFP_742,0.07977986961078815,0.07977986961078815
AATS0v,-0.07967373317746888,0.07967373317746888
ECFP_125,-0.0796445594376807,0.0796445594376807
ATSC3i,0.07960868264590326,0.07960868264590326
ECFP_638,-0.07942756147727963,0.07942756147727963
ECFP_687,0.07940965018063008,0.07940965018063008
ECFP_692,-0.07921883323592013,0.07921883323592013
ECFP_361,-0.07900660383699368,0.07900660383699368
ECFP_345,-0.07895732069329338,0.07895732069329338
ECFP_1620,-0.078510813231936,0.078510813231936
AATS1m,-0.07835039853439726,0.07835039853439726
ECFP_476,-0.078260784051542,0.078260784051542
ECFP_1405,0.07812700483618976,0.07812700483618976
ECFP_354,-0.07796911033956784,0.07796911033956784
ECFP_1220,-0.07794394012906365,0.07794394012906365
FNSA1,-0.07776616690428113,0.07776616690428113
ECFP_1747,-0.0777285263967086,0.0777285263967086
ECFP_1907,0.07766272660940315,0.07766272660940315
ECFP_1034,-0.07748898813348559,0.07748898813348559
ECFP_124,0.07737974700350936,0.07737974700350936
ECFP_1870,-0.07736000212804364,0.07736000212804364
ECFP_1101,0.07720324749332835,0.07720324749332835
ECFP_172,-0.07714264210207056,0.07714264210207056
ECFP_621,-0.07712480169756401,0.07712480169756401
MACCS_158,-0.07703660975237593,0.07703660975237593
SMR_VSA7,-0.07702428481980277,0.07702428481980277
ATSC6dv,0.0769889770081006,0.0769889770081006
ECFP_1923,-0.07691080119734761,0.07691080119734761
ECFP_834,-0.07691080119734697,0.07691080119734697
ECFP_599,0.07688174584181914,0.07688174584181914
ECFP_883,-0.07673156506183411,0.07673156506183411
ECFP_310,-0.07661344284135622,0.07661344284135622
MACCS_108,0.07656267079632066,0.07656267079632066
ECFP_429,-0.07655392398484816,0.07655392398484816
MACCS_145,0.07651656956582994,0.07651656956582994
ECFP_402,-0.0765091699899234,0.0765091699899234
ECFP_2039,-0.07650208245830044,0.07650208245830044
ECFP_1458,-0.07627540277003289,0.07627540277003289
ECFP_1904,0.0761448724086163,0.0761448724086163
AATS1v,-0.0760990854365504,0.0760990854365504
ECFP_1508,0.0759115425620998,0.0759115425620998
ECFP_963,-0.07589667930889271,0.07589667930889271
FPSA1,0.07585626220126425,0.07585626220126425
ECFP_1203,-0.07584256936083503,0.07584256936083503
ECFP_114,0.07563532292702943,0.07563532292702943
ECFP_1717,0.07553464057595427,0.07553464057595427
ATS6p,-0.07545821387860806,0.07545821387860806
n10FHRing,-0.07539167062294869,0.07539167062294869
ECFP_961,-0.07513923942942281,0.07513923942942281
ATS5se,-0.07494872309270184,0.07494872309270184
ECFP_1631,-0.07482991143416298,0.07482991143416298
ECFP_1517,0.07482836109504126,0.07482836109504126
ECFP_2013,-0.07482613806326559,0.07482613806326559
ECFP_661,0.07474602976822343,0.07474602976822343
ECFP_100,-0.07458584503418585,0.07458584503418585
ECFP_183,-0.07452245304641089,0.07452245304641089
ECFP_373,-0.07439212592193317,0.07439212592193317
ECFP_816,0.07430629888501607,0.07430629888501607
ECFP_1088,0.07427620108745603,0.07427620108745603
ECFP_875,-0.07412482260639217,0.07412482260639217
ECFP_1021,-0.07408386776759338,0.07408386776759338
ECFP_848,0.07397805144073277,0.07397805144073277
ECFP_1048,-0.07393168348701855,0.07393168348701855
ECFP_341,-0.07380419351348858,0.07380419351348858
MZ,-0.07367310147431032,0.07367310147431032
ECFP_949,0.07362065091892929,0.07362065091892929
ECFP_270,-0.07349693593424321,0.07349693593424321
ECFP_899,-0.07348568109332795,0.07348568109332795
ECFP_453,-0.07348568109332791,0.07348568109332791
ECFP_1900,-0.07344043453155008,0.07344043453155008
ECFP_478,0.07342722836554148,0.07342722836554148
ECFP_137,-0.07312551875464829,0.07312551875464829
nFAHRing,0.07309887030306657,0.07309887030306657
ECFP_1400,-0.07305160250812356,0.07305160250812356
n10FRing,-0.07299321382905542,0.07299321382905542
ECFP_551,-0.07285017334747576,0.07285017334747576
ECFP_484,0.07261822757209042,0.07261822757209042
ECFP_1589,-0.07260400186871985,0.07260400186871985
ECFP_1063,-0.07255508399367176,0.07255508399367176
ECFP_271,-0.07255456837429804,0.07255456837429804
NssS,-0.07250326703718349,0.07250326703718349
ECFP_837,-0.07249285791568343,0.07249285791568343
ECFP_1752,-0.07245793662061305,0.07245793662061305
ECFP_791,-0.07227520910033984,0.07227520910033984
ECFP_2007,-0.07227520910033967,0.07227520910033967
Xpc-4dv,-0.07222804587820995,0.07222804587820995
ECFP_1442,-0.07221231214287877,0.07221231214287877
MACCS_37,-0.07220248221802782,0.07220248221802782
ECFP_1474,-0.07207103548259869,0.07207103548259869
ZMIC3,-0.07177865294571707,0.07177865294571707
ECFP_618,-0.07170833599746754,0.07170833599746754
ECFP_597,-0.07167305952943988,0.07167305952943988
ECFP_318,-0.07162435977536426,0.07162435977536426
ECFP_1238,-0.07159818960794229,0.07159818960794229
ECFP_306,-0.07147543870967596,0.07147543870967596
ECFP_1417,0.07126952108999489,0.07126952108999489
ECFP_1567,-0.07122605785201679,0.07122605785201679
ECFP_247,-0.07106623461600398,0.07106623461600398
ECFP_474,-0.07106623461600396,0.07106623461600396
EState_VSA9,-0.07104426173694293,0.07104426173694293
ATSC3Z,0.07088904919069841,0.07088904919069841
ECFP_1085,-0.07085802634315902,0.07085802634315902
ECFP_1431,-0.0708580263431589,0.0708580263431589
ECFP_1162,0.07050072859223314,0.07050072859223314
ECFP_799,0.07042361791209995,0.07042361791209995
ECFP_541,-0.07039695121621826,0.07039695121621826
ECFP_335,-0.07035973257402103,0.07035973257402103
SaasC,0.07033215494094402,0.07033215494094402
ECFP_141,-0.07032206773685708,0.07032206773685708
ECFP_339,-0.0702811659745364,0.0702811659745364
ECFP_1980,0.07011269364934153,0.07011269364934153
ECFP_35,0.07011118321851062,0.07011118321851062
ECFP_1591,0.0701111832185106,0.0701111832185106
ECFP_1663,0.0700957062720834,0.0700957062720834
ECFP_1668,-0.07008411623698765,0.07008411623698765
ECFP_1905,0.07001971405562832,0.07001971405562832
ECFP_1514,0.07000993972062612,0.07000993972062612
ECFP_377,0.07000426046525972,0.07000426046525972
ECFP_743,-0.07000169184327037,0.07000169184327037
ECFP_1257,-0.06994521501524315,0.06994521501524315
ECFP_970,-0.0698822550674277,0.0698822550674277
ATSC0v,-0.06985425333403399,0.06985425333403399
ECFP_887,-0.06982142750563441,0.06982142750563441
ECFP_1754,-0.06979801613405717,0.06979801613405717
C2SP3,0.06966200735026824,0.06966200735026824
ATSC0i,-0.06960484001918942,0.06960484001918942
AMW,-0.06955517245586862,0.06955517245586862
ECFP_728,-0.06951653813690274,0.06951653813690274
ECFP_992,-0.0694672760853339,0.0694672760853339
ECFP_835,-0.06924535981415093,0.06924535981415093
ECFP_1618,0.06912429458924861,0.06912429458924861
ECFP_294,0.06904580130423017,0.06904580130423017
ECFP_27,-0.06901919393233336,0.06901919393233336
ECFP_1937,-0.06893927064410105,0.06893927064410105
ECFP_342,-0.06877747198617071,0.06877747198617071
ECFP_649,0.06870722641987444,0.06870722641987444
ECFP_1609,-0.06860973308167102,0.06860973308167102
ECFP_68,-0.06852794497686478,0.06852794497686478
Mm,-0.06839081448107832,0.06839081448107832
JGI9,-0.06826682465905114,0.06826682465905114
ECFP_305,0.06816673538534998,0.06816673538534998
ECFP_1953,-0.0680366960213963,0.0680366960213963
ECFP_735,0.06793128588666156,0.06793128588666156
ECFP_1099,-0.06785760037964311,0.06785760037964311
ECFP_1824,-0.06770572313308289,0.06770572313308289
ATS4p,-0.06756676808283645,0.06756676808283645
ECFP_1069,0.06754801568791706,0.06754801568791706
ECFP_843,-0.06753906452200392,0.06753906452200392
MACCS_81,-0.06749322634675552,0.06749322634675552
ECFP_122,0.06749161048835102,0.06749161048835102
ECFP_684,-0.06719662913481528,0.06719662913481528
ECFP_1560,-0.06716820035497424,0.06716820035497424
MACCS_114,0.06702528571357667,0.06702528571357667
ECFP_1349,-0.0670243791768961,0.0670243791768961
MACCS_135,-0.06694199865962219,0.06694199865962219
ECFP_1224,-0.0667704291050271,0.0667704291050271
ECFP_1506,-0.06672005777587674,0.06672005777587674
ECFP_1074,-0.06657453624117006,0.06657453624117006
ECFP_1794,-0.06656294915499068,0.06656294915499068
ECFP_329,-0.06636403896048701,0.06636403896048701
ECFP_862,-0.06632304152017991,0.06632304152017991
ECFP_1721,-0.06632304152017965,0.06632304152017965
ATSC3m,0.06625692422636272,0.06625692422636272
ECFP_1976,0.06618891511641103,0.06618891511641103
ECFP_1826,-0.06618763332944935,0.06618763332944935
ECFP_64,-0.06618763332944934,0.06618763332944934
ECFP_865,-0.06618763332944934,0.06618763332944934
ECFP_1796,-0.06618763332944934,0.06618763332944934
ECFP_1658,-0.06618763332944932,0.06618763332944932
ECFP_514,-0.06618763332944932,0.06618763332944932
ECFP_1538,-0.06618763332944932,0.06618763332944932
ECFP_612,-0.06607170019952216,0.06607170019952216
ECFP_955,0.06597422247212793,0.06597422247212793
ECFP_1139,-0.06591197522352542,0.06591197522352542
ECFP_191,-0.06587253788071114,0.06587253788071114
ATS3p,-0.06568192430766677,0.06568192430766677
ATS5p,-0.06567068174129835,0.06567068174129835
ECFP_634,-0.06566512738947598,0.06566512738947598
ECFP_1403,0.06556405948417907,0.06556405948417907
MACCS_144,-0.06552153002574501,0.06552153002574501
nFARing,0.0654921205024738,0.0654921205024738
ATSC7m,-0.06547022948840853,0.06547022948840853
ECFP_300,-0.06538559049629349,0.06538559049629349
ECFP_1926,-0.06533482676631938,0.06533482676631938
Xch-6dv,-0.06533286830997266,0.06533286830997266
ECFP_497,-0.06515571097302253,0.06515571097302253
ECFP_1594,0.06501081929332334,0.06501081929332334
ECFP_168,0.06493026254810931,0.06493026254810931
ECFP_888,-0.06491288695986336,0.06491288695986336
ECFP_1435,-0.06490585876299897,0.06490585876299897
ECFP_932,-0.06482786666952782,0.06482786666952782
ECFP_105,-0.06463084670392012,0.06463084670392012
ECFP_388,0.06462464524333858,0.06462464524333858
ECFP_2032,0.06462464524333852,0.06462464524333852
ECFP_261,-0.06455477442346778,0.06455477442346778
ECFP_607,-0.06452433559873544,0.06452433559873544
ECFP_1002,-0.06433898566012651,0.06433898566012651
ECFP_555,0.06425985023597773,0.06425985023597773
ECFP_1828,-0.0642562080712632,0.0642562080712632
SssS,-0.06416843187254545,0.06416843187254545
ECFP_1908,-0.06413638249417784,0.06413638249417784
ECFP_1105,-0.06409859370636879,0.06409859370636879
ECFP_1712,-0.06409859370636863,0.06409859370636863
ATS0m,-0.06407979849997761,0.06407979849997761
MACCS_86,0.06407715814453478,0.06407715814453478
ECFP_664,0.06406175260846607,0.06406175260846607
ECFP_1746,-0.06405860255978008,0.06405860255978008
ECFP_413,0.06398746880810621,0.06398746880810621
ECFP_201,-0.06378666848771532,0.06378666848771532
ECFP_1278,-0.06377211255725415,0.06377211255725415
ATS4i,-0.06372984308489296,0.06372984308489296
ECFP_1730,-0.06362456582453416,0.06362456582453416
ECFP_1613,-0.06359389809635534,0.06359389809635534
SssssC,-0.0635929005072641,0.0635929005072641
ECFP_403,-0.06348360588014322,0.06348360588014322
ECFP_849,-0.06311424882527324,0.06311424882527324
ECFP_1671,0.0630946502617458,0.0630946502617458
ECFP_1006,-0.06309198280983376,0.06309198280983376
ECFP_107,0.06306984535024196,0.06306984535024196
ECFP_927,0.06304418327905201,0.06304418327905201
ECFP_1017,-0.06291805690289357,0.06291805690289357
n11FHRing,0.0628779948763809,0.0628779948763809
n11FRing,0.0628779948763809,0.0628779948763809
n11FARing,0.0628779948763809,0.0628779948763809
n11FAHRing,0.0628779948763809,0.0628779948763809
ECFP_674,-0.06283235216001856,0.06283235216001856
n6ARing,0.06282146761366578,0.06282146761366578
nAHRing,0.06280176050361569,0.06280176050361569
ECFP_1040,-0.0627897860677482,0.0627897860677482
ECFP_428,-0.06269435722560028,0.06269435722560028
ECFP_918,-0.06259265608300474,0.06259265608300474
SaaaC,-0.06255082008117675,0.06255082008117675
ECFP_984,0.062454424270563885,0.062454424270563885
ECFP_1493,-0.062442876161550254,0.062442876161550254
ATS3i,-0.062439782862708834,0.062439782862708834
ATSC4Z,-0.062228419360184285,0.062228419360184285
ECFP_507,-0.06205448641558774,0.06205448641558774
ECFP_446,-0.06194620205033868,0.06194620205033868
ECFP_123,-0.06181823406543472,0.06181823406543472
ECFP_1703,0.06165309544012002,0.06165309544012002
ECFP_1817,-0.06165045960030547,0.06165045960030547
ECFP_1237,-0.06165045960030545,0.06165045960030545
ECFP_206,-0.06144799971152432,0.06144799971152432
ECFP_1386,0.06140740374456053,0.06140740374456053
ECFP_259,0.06129945322890038,0.06129945322890038
ECFP_603,-0.061291266738487594,0.061291266738487594
ECFP_810,0.06128607998878659,0.06128607998878659
ECFP_1368,0.06128607998878659,0.06128607998878659
ECFP_161,0.06128607998878659,0.06128607998878659
ECFP_1785,-0.06128479820182494,0.06128479820182494
ECFP_1959,-0.06128479820182492,0.06128479820182492
ECFP_563,-0.06128479820182492,0.06128479820182492
ECFP_48,-0.06128479820182492,0.06128479820182492
ECFP_14,0.06115391819711478,0.06115391819711478
ECFP_1564,0.06104076092902186,0.06104076092902186
ECFP_915,0.06102338643258761,0.06102338643258761
ECFP_61,-0.06100712768232541,0.06100712768232541
