feature,pearson_r,abs_pearson_r
ECFP_809,0.11731881143905608,0.11731881143905608
ATS2are,-0.11705768967534691,0.11705768967534691
MACCS_137,-0.11695426691277734,0.11695426691277734
MACCS_132,-0.11685533586682764,0.11685533586682764
SRW10,-0.1167208603533151,0.1167208603533151
ECFP_1603,-0.11669950490525065,0.11669950490525065
ECFP_235,-0.11667050994056755,0.11667050994056755
ECFP_15,-0.11664645596375726,0.11664645596375726
ECFP_1910,-0.11646903423439639,0.11646903423439639
ECFP_1460,0.1161538683600398,0.1161538683600398
ATSC2se,-0.11560366010851102,0.11560366010851102
ATS2pe,-0.1154921959428045,0.1154921959428045
ECFP_1052,-0.11521598460569374,0.11521598460569374
ECFP_1374,0.11486810034759788,0.11486810034759788
SaasN,-0.11480924613655091,0.11480924613655091
SsNH2,-0.11479083371704793,0.11479083371704793
ECFP_11,-0.11467266837785942,0.11467266837785942
n7Ring,0.11442654278286889,0.11442654278286889
ECFP_1530,-0.11440881619116203,0.11440881619116203
ECFP_828,-0.11426250348777701,0.11426250348777701
ECFP_144,-0.11422381871289565,0.11422381871289565
nF,0.11408552505774536,0.11408552505774536
NsF,0.11408552505774536,0.11408552505774536
MACCS_115,0.11398321972638283,0.11398321972638283
ATSC8m,-0.11383762888191587,0.11383762888191587
TMPC10,-0.11378194624318233,0.11378194624318233
ECFP_1535,-0.11365393998025707,0.11365393998025707
SsF,0.11364935345988017,0.11364935345988017
ECFP_250,-0.11350636575251463,0.11350636575251463
SlogP_VSA4,-0.11336232131544591,0.11336232131544591
ECFP_1708,0.11335607098746056,0.11335607098746056
ATSC1d,-0.1133384705271665,0.1133384705271665
