,balanced_acc,prec,recall,rocauc,prauc,kappa,MCC,f1
outerfold_1,0.5626721998899746,0.7013574660633484,0.17089305402425578,0.5626721998899746,0.43904217876102936,0.1459962759352923,0.2091932633198288,0.274822695035461
outerfold_2,0.5775313241158598,0.6503067484662577,0.23373759647188533,0.5775313241158598,0.44699264739160366,0.17616823076231503,0.21851850169847856,0.34387672343876724
outerfold_3,0.5663123181938196,0.6641509433962264,0.1940463065049614,0.5663123181938196,0.43914768438690666,0.1528606169990906,0.20425001124253198,0.3003412969283277
outerfold_4,0.5786422297855115,0.6754966887417219,0.2249173098125689,0.5786422297855115,0.45031799479327983,0.17970282224973233,0.22893909388829276,0.337468982630273
outerfold_5,0.5661186705959248,0.7142857142857143,0.17640573318632854,0.5661186705959248,0.44306691346925475,0.1539140061107912,0.21936853529132214,0.28293545534924847
mean,0.5702553485162181,0.6811195121906537,0.2,0.5702553485162181,0.4437134837604148,0.1617283904114443,0.21605388108809084,0.3078890306764155
std,0.006533656461417312,0.02357348772315308,0.025292085484347818,0.006533656461417312,0.00441493256032681,0.013555741384740187,0.008596387795344284,0.028082447710307674
