,balanced_acc,prec,recall,rocauc,prauc,kappa,MCC,f1
outerfold_1,0.5679071526346345,0.7046413502109705,0.18412348401323042,0.5679071526346345,0.44383270119557133,0.15758564033926836,0.21970690251528427,0.291958041958042
outerfold_2,0.5740133293462473,0.6344410876132931,0.23153252480705622,0.5740133293462472,0.44273415432672913,0.16797781283377677,0.2072770703975575,0.3392568659127625
outerfold_3,0.5692075209835624,0.6741573033707865,0.19845644983461963,0.5692075209835624,0.44236471904686014,0.15945873213867778,0.21246934268753398,0.30664395229982966
outerfold_4,0.5844957895914226,0.6759259259259259,0.2414553472987872,0.5844957895914227,0.45522630270712994,0.19208302702702695,0.23876383380805472,0.35580828594638503
outerfold_5,0.5577781277891531,0.6820276497695853,0.1631753031973539,0.5577781277891531,0.4334462654841036,0.13472485768500952,0.19444466766585672,0.26334519572953735
mean,0.5706803840690039,0.6742386633781123,0.2037486218302095,0.5706803840690041,0.44352082855207886,0.16236601400475187,0.2145323634148574,0.3114024683693113
std,0.008698302240528939,0.02267903078518116,0.029165355179867337,0.008698302240528966,0.00693639180375252,0.018492868528091556,0.014658450560075656,0.03303929401309089
