,balanced_acc,prec,recall,rocauc,prauc,kappa,MCC,f1
outerfold_1,0.5237551198674827,0.65,0.07166482910694598,0.5237551198674826,0.40396753790083917,0.05699441191880583,0.1146715044848978,0.12909632571996027
outerfold_2,0.5158353516054489,0.6338028169014085,0.04961411245865491,0.5158353516054489,0.39731992756203277,0.03826744274777594,0.09014118565502738,0.09202453987730061
outerfold_3,0.5134872318132948,0.5662650602409639,0.05181918412348401,0.5134872318132948,0.39436886031236135,0.0324958590718637,0.07119539271368733,0.09494949494949495
outerfold_4,0.5217436958005482,0.5620437956204379,0.08489525909592062,0.5217436958005482,0.40000687402596613,0.05169536520881035,0.090419533235167,0.1475095785440613
outerfold_5,0.5387614771393114,0.6306818181818182,0.12238147739801543,0.5387614771393113,0.41504455366187737,0.09128229203810989,0.14347742382378523,0.20498614958448755
mean,0.5227165752452173,0.6085586981889257,0.07607497243660419,0.5227165752452171,0.40214155069261537,0.05414707419707314,0.10198100798251294,0.13371321773506095
std,0.008854331878829478,0.036868597574129615,0.0265708848183322,0.008854331878829436,0.007183889263361181,0.02056249218616066,0.024918284161269722,0.04130873550131632
